Dimensions,7
Normalised,20
evals,500
key,dist,emissions,MicroDepots,byMD,Bikes,Walkers,EVs,time,ActualEmissions,ActualMD,ActualByMD,ActualBikes,ActualWalkers,ActualEVs,ActualTime,sol
17:4:9:1:1:1:18,2985.93,17,4,9,1,1,1,18,98.17,7.00,45.95,1.00,4.00,2.00,11179598.00,S1C30SC48SC29SC28SC49SC27SC26SC36SC37SC38SC39SC41SC42SC43SC46SC45SC44SC40SC6SC7SC9SC10SC11SC8SC13SC14SC51SC50SC52SC53SC54SC55SC56SC57SC58SC59SC60SC61SC62SC63SD16C18WC3WD13C31WC47WC32WC33WC34WC35WD21C69EC68EC67EC1ED9C72WD8C71WD3C64EC74EC70EC73EC65EC66ED18C4BC20BC19BC25BC2BC21BC22BC5BC23BC24BC12BC17BC16BC15B
17:4:9:1:1:1:16,3211.74,17,4,9,1,1,1,16,98.67,7.00,45.95,5.00,1.00,2.00,10038076.00,S1C30SC48SC29SC28SC49SC27SC26SC41SC42SC43SC46SC45SC44SC40SC12SC17SC16SC14SC15SC13SC6SC7SC9SC10SC11SC8SC51SC50SC52SC53SC54SC55SC56SC57SC58SC59SC60SC61SC62SC63SD16C1WD17C3BC4BC20BC19BC25BC2BC21BC22BC5BC23BC24BC33BC34BC35BC36BC37BC38BC39BD21C31BC47BC32BD24C72BC71BD23C67BD4C64EC74EC70EC73EC65EC66ED14C68EC69ED14C18B
17:9:16:2:2:3:20,11751.83,17,9,16,2,2,3,20,99.86,16.00,79.73,7.00,7.00,11.00,13203385.00,S1C26SC27SC51SC50SC52SC53SC54SC55SC56SC58SC59SC60SC61SC62SC63SD16C68ED16C18BD16C38EC39ED17C30BD13C31BC47BD13C24WC17WD13C12BC16BC15BC13BC14BC6BC11BC7BC8BC9BC10BC44BD12C36BD21C67ED21C3BC4BD22C37WC40WC41WC42WC43WC45WC46WC57WD11C20WC19WD11C32ED9C72WD8C73ED8C64WD7C74BC70BD7C5WC23WD4C71EC66EC69ED4C1EC25ED27C33EC34ED24C65ED1C35ED18C2WC21WC22WD30C48EC29EC28EC49E
15:4:18:2:1:1:5,3567.72,15,4,18,2,1,1,5,84.62,7.00,90.54,8.00,0.00001,2.00,5298132.00,S1C51SC50SC52SC62SC63SC61SC60SD34C68EC67EC69ED33C7BC11BC8BC9BC10BC13BC15BC14BC58BC59BC57BC56BC55BC54BC53BD11C74BD2C6BD1C66BD1C71BD4C70EC65EC72EC1EC18EC3EC4EC25EC20EC19EC2EC21EC22EC23EC5EC32EC31EC47EC30EC48EC29EC28EC49EC27EC26EC33EC34EC35EC36EC37EC38EC39EC41EC42EC43EC46EC45EC44EC40EC12EC17EC16ED4C24BD5C73BD5C64B
15:4:18:2:1:1:8,3312.54,15,4,18,2,1,1,8,88.25,7.00,89.19,6.00,0.00001,2.00,6611001.00,S1C12SC17SC6SC7SC9SC10SC11SC8SD19C68EC67EC69EC1ED18C31BC47BC30BC48BC29BC43BC45BC46BC57BC58BC59BC60BC56BC26BC27BC49BC28BC55BC54BC53BD2C33BC34BC35BC36BC37BC38BC39BC40BC41BC42BC44BC61BC52BC50BC51BC62BC63BC14BC15BC13BC16BD4C66ED4C64BC73BD25C74BC70BD26C71BC72BC65BD29C18BC3BC4BC20BC19BC25BC2BC21BC22BC5BC23BC24BC32B
15:4:18:2:1:1:7,3353.50,15,4,18,2,1,1,7,87.57,7.00,90.54,6.00,1.00,2.00,5896043.00,S1C51SC50SC52SC53SC62SC63SC61SD16C66WD11C74BD1C71BD4C65EC72EC1EC18EC3EC4EC25EC20EC19EC2EC21EC22EC23EC5EC32EC31EC47EC30EC48EC29EC28EC49EC27EC26EC33EC34EC35EC36EC37EC38EC39EC41EC42EC43EC46EC45EC44EC40EC12EC17EC16EC14EC15EC13ED4C24BD5C73BC70BD5C64BD33C6BC11BC7BC8BC9BC10BC57BC58BC59BC60BC56BC55BC54BD35C68EC67EC69E
20:9:16:2:1:2:20,9168.40,20,9,16,2,1,2,20,114.80,16.00,78.38,8.00,5.00,8.00,12828666.00,S1C44SC12SC13SC14SC6SC7SC9SC10SC11SC8SC22SC51SC50SC62SC63SC61SD16C69ED13C18BC3BC4BD13C20WC19WD13C23WC24WC17WC16WC15WD12C2BC21BD12C36BC37BC38BC39BC40BC41BC42BC45BC46BC57BC58BC59BC60BC56BC26BC27BC49BC28BC55BC54BC53BC52BD21C71ED21C67EC1ED34C25WD30C30BC48BC29BC43BD31C33EC34ED18C35BD14C68ED3C72BC66BD3C65BD7C74BC70BD5C5WD4C64WD8C73ED11C47EC32ED25C31E
20:11:13:1:1:5:18,15733.61,20,11,13,1,1,5,18,129.37,19.00,64.86,4.00,2.00,17.00,10910604.00,S1C28SC49SC27SC26SC46SC45SC44SC7SC9SC10SC11SC8SC51SC50SC52SC53SC54SC55SC56SC57SC58SC59SC60SC61SC62SC63SD16C69ED13C4WD12C38ED21C31ED24C72ED11C33ED9C74ED8C71BD8C1ED3C39EC41EC42EC43ED7C64WD4C70ED4C73EC65ED4C48EC29ED2C5BD14C68ED1C18BC3BD19C67EC66ED19C36EC37ED35C34EC35ED31C20BC19BC25BC2BC21BC22BC23BC24BC12BC17BC16BC15BC13BC14BC40BC6BD26C47EC32ED27C30E
20:10:6:3:1:2:9,9794.78,20,10,6,3,1,2,9,133.22,18.00,31.08,11.00,1.00,9.00,7084292.00,S1C30SC48SC29SC28SC49SC27SC26SC36SC37SC38SC39SC41SC42SC43SC46SC45SC44SC40SC12SC17SC16SC14SC15SC13SC6SC7SC9SC10SC11SC8SC25SC21SC22SC23SC19SC2SC24SC51SC50SC52SC53SC54SC55SC56SC57SC58SC59SC60SC61SC62SC63SD17C69ED17C32BD21C1ED21C5BD15C68ED15C31ED20C4BC20BD22C65ED25C74ED24C18BC3BD9C73BD3C70BD7C35BD5C64ED4C72WD2C66BD1C67BD18C47BD12C71BD28C34ED19C33E
19:4:3:1:1:2:7,6289.94,19,4,3,1,1,2,7,111.91,7.00,14.86,1.00,0.00001,7.00,5968367.00,S1C1SC18SC3SC4SC25SC20SC19SC2SC21SC22SC23SC5SC32SC31SC47SC30SC48SC29SC28SC49SC27SC26SC33SC34SC35SC36SC37SC38SC39SC41SC42SC43SC46SC45SC44SC40SC12SC17SC16SC14SC15SC13SC6SC7SC9SC10SC11SC8SC24SC51SC50SC52SC53SC54SC55SC56SC57SC58SC59SC60SC61SC62SC63SD24C72ED11C74ED10C71EC65ED9C66ED3C73BC70BD3C64ED6C69EC67ED14C68E
19:2:3:1:1:1:8,1894.63,19,2,3,1,1,1,8,111.37,4.00,13.51,2.00,1.00,1.00,6341935.00,S1C68SC1SC18SC3SC4SC25SC20SC19SC2SC21SC22SC23SC5SC32SC31SC47SC30SC48SC29SC28SC49SC27SC26SC33SC34SC35SC36SC37SC38SC39SC41SC42SC43SC46SC45SC44SC40SC12SC17SC16SC14SC15SC13SC6SC7SC9SC10SC11SC8SC24SC51SC50SC52SC53SC54SC55SC56SC57SC58SC59SC60SC61SC62SC63SD8C64BC74BC70BD3C72WD2C73EC65EC66EC69EC71ED14C67B
20:4:4:1:1:2:19,5672.26,20,4,4,1,1,2,19,117.18,7.00,20.27,0.00001,1.00,6.00,11264341.00,S1C31SC47SC32SC33SC34SC35SC36SC37SC38SC39SC41SC42SC43SC46SC45SC44SC40SC30SC48SC29SC28SC49SC27SC26SC12SC17SC16SC14SC15SC13SC6SC7SC9SC10SC11SC8SC5SC25SC20SC19SC2SC21SC22SC23SC24SC51SC50SC52SC53SC54SC55SC56SC57SC58SC59SC60SC61SC62SC63SD17C72ED13C70ED10C68EC67ED23C73EC65EC66EC69EC71ED26C64EC74ED4C1EC4ED19C18WC3W
20:4:4:1:1:2:18,5576.98,20,4,4,1,1,2,18,116.77,7.00,18.92,0.00001,1.00,6.00,10883683.00,S1C31SC47SC32SC33SC34SC35SC36SC37SC38SC39SC41SC42SC43SC46SC45SC44SC40SC30SC48SC29SC28SC49SC27SC26SC12SC17SC16SC14SC15SC13SC6SC7SC9SC10SC11SC8SC5SC25SC20SC19SC2SC21SC22SC23SC4SC24SC51SC50SC52SC53SC54SC55SC56SC57SC58SC59SC60SC61SC62SC63SD17C1WC18WC3WD13C69ED22C67ED9C72ED8C71ED14C68ED4C64EC74EC70EC73EC65EC66E
20:4:4:1:1:2:17,5667.85,20,4,4,1,1,2,17,128.59,7.00,18.92,0.00001,2.00,6.00,10519186.00,S1C31SC47SC32SC33SC34SC35SC36SC37SC38SC39SC41SC42SC43SC46SC45SC44SC40SC30SC48SC29SC28SC49SC27SC26SC12SC17SC16SC14SC15SC13SC6SC7SC9SC10SC11SC8SC5SC25SC20SC19SC2SC21SC22SC23SC4SC24SC51SC50SC52SC53SC54SC55SC56SC57SC58SC59SC60SC61SC62SC63SD16C1WC18WC3WD12C71WC72WD15C65ED22C66EC70ED8C64ED26C73ED26C74ED35C68EC67EC69E
19:2:3:1:1:1:6,1818.87,19,2,3,1,1,1,6,107.70,3.00,13.51,2.00,0.00001,1.00,5741671.00,S1C68SC1SC18SC3SC4SC25SC20SC19SC2SC21SC22SC23SC5SC32SC31SC47SC30SC48SC29SC28SC49SC27SC26SC33SC34SC35SC36SC37SC38SC39SC41SC42SC43SC46SC45SC44SC40SC12SC17SC16SC14SC15SC13SC6SC7SC9SC10SC11SC8SC24SC51SC50SC52SC53SC54SC55SC56SC57SC58SC59SC60SC61SC62SC63SD20C67EC69EC73EC65ED24C72BC70BC74BD10C64BC71BC66B
19:2:3:1:1:1:7,1818.34,19,2,3,1,1,1,7,108.40,3.00,13.51,2.00,0.00001,1.00,5942950.00,S1C68SC1SC18SC3SC4SC25SC20SC19SC2SC21SC22SC23SC5SC32SC31SC47SC30SC48SC29SC28SC49SC27SC26SC33SC34SC35SC36SC37SC38SC39SC41SC42SC43SC46SC45SC44SC40SC12SC17SC16SC14SC15SC13SC6SC7SC9SC10SC11SC8SC24SC51SC50SC52SC53SC54SC55SC56SC57SC58SC59SC60SC61SC62SC63SD24C72BC73BC70BD10C74EC65EC66EC69EC71ED8C64BC67B
20:4:4:1:1:2:11,6036.32,20,4,4,1,1,2,11,128.57,7.00,18.92,2.00,1.00,6.00,7943775.00,S1C47SC32SC33SC34SC35SC36SC37SC38SC39SC41SC42SC43SC46SC45SC44SC40SC30SC48SC29SC28SC49SC27SC26SC12SC17SC16SC14SC15SC13SC6SC7SC9SC10SC11SC8SC5SC25SC20SC19SC2SC21SC22SC23SC3SC4SC24SC51SC50SC52SC53SC54SC55SC56SC57SC58SC59SC60SC61SC62SC63SD24C67BD8C71ED3C64ED4C74EC70EC73EC65EC66ED4C1ED4C31ED2C72WD18C18BD26C69EC68E
20:4:4:1:1:2:10,6138.10,20,4,4,1,1,2,10,125.74,7.00,20.27,2.00,1.00,6.00,7334780.00,S1C32SC33SC34SC35SC36SC37SC38SC39SC41SC42SC43SC46SC45SC44SC40SC30SC48SC29SC28SC49SC27SC26SC12SC17SC16SC14SC15SC13SC6SC7SC9SC10SC11SC8SC5SC25SC20SC19SC2SC21SC22SC23SC3SC4SC24SC51SC50SC52SC53SC54SC55SC56SC57SC58SC59SC60SC61SC62SC63SD34C68ED32C67BD12C71WC72WD10C1ED10C31ED26C64EC74EC70EC73EC65EC66ED4C18BD4C47ED14C69E
19:3:5:1:1:1:17,2836.46,19,3,5,1,1,1,17,111.19,6.00,27.03,0.00001,4.00,2.00,10795204.00,S1C30SC48SC29SC28SC49SC27SC26SC36SC37SC38SC39SC41SC42SC43SC46SC45SC44SC40SC12SC17SC16SC14SC15SC13SC6SC7SC9SC10SC11SC8SC5SC25SC20SC19SC2SC21SC22SC23SC4SC24SC51SC50SC52SC53SC54SC55SC56SC57SC58SC59SC60SC61SC62SC63SD16C18WC3WD21C69EC68EC67EC1ED9C72WD8C71WD3C64EC74EC70EC73EC65EC66ED18C31WC47WC32WC33WC34WC35W
20:4:4:1:1:2:16,5729.72,20,4,4,1,1,2,16,122.39,7.00,17.57,1.00,2.00,6.00,10328111.00,S1C1SC4SC25SC20SC19SC2SC21SC22SC23SC5SC32SC31SC47SC30SC48SC29SC28SC49SC27SC26SC33SC34SC35SC36SC37SC38SC39SC41SC42SC43SC46SC45SC44SC40SC12SC17SC16SC14SC15SC13SC6SC7SC9SC10SC11SC8SC24SC51SC50SC52SC53SC54SC55SC56SC57SC58SC59SC60SC61SC62SC63SD13C72ED21C65ED21C66WD19C18WC3WD14C68EC67EC69ED9C71ED8C74ED8C64ED26C73BC70B
19:3:5:1:1:1:16,3707.29,19,3,5,1,1,1,16,108.77,5.00,27.03,2.00,2.00,3.00,10125423.00,S1C47SC32SC33SC34SC35SC36SC37SC38SC39SC41SC42SC43SC46SC45SC44SC40SC30SC48SC29SC28SC49SC27SC26SC12SC17SC16SC14SC15SC13SC6SC7SC9SC10SC11SC8SC5SC24SC21SC22SC23SC51SC50SC52SC53SC54SC55SC56SC57SC58SC59SC60SC61SC62SC63SD15C1WD13C69EC65EC66EC71EC74ED13C67BC18BC3BC4BC20BC19BC25BC2BD11C72WD23C73BC70BD23C31ED2C64EC68E
20:11:10:1:1:6:18,19910.26,20,11,10,1,1,6,18,143.17,20.00,50.00,3.00,2.00,22.00,10961090.00,S1C49SC12SC17SC16SC14SC15SC13SC6SC7SC9SC10SC11SC8SC25SC21SC22SC23SC19SC2SC24SC46SC45SC44SC51SC50SC52SC53SC54SC55SC56SC57SC58SC59SC60SC61SC62SC63SD16C69ED16C27ED13C5WD13C36EC37ED12C26ED21C33ED24C72ED11C30ED9C73ED8C74ED8C31BD3C66EC1EC18ED7C64WD5C47EC32ED4C71ED4C70EC65ED4C39EC41ED2C20BD14C68ED1C3BC4BD19C40EC42ED35C67ED35C48EC29ED32C43ED26C34EC35ED27C28ED27C38E
20:5:6:1:1:2:9,7029.27,20,5,6,1,1,2,9,125.68,9.00,29.73,3.00,0.00001,7.00,6870886.00,S1C35SC36SC37SC38SC39SC41SC42SC43SC46SC45SC44SC40SC30SC48SC29SC28SC49SC27SC26SC12SC17SC16SC14SC15SC13SC6SC7SC9SC10SC11SC8SC5SC24SC21SC22SC23SC19SC2SC51SC50SC52SC53SC54SC55SC56SC57SC58SC59SC60SC61SC62SC63SD16C72EC66ED21C34ED34C68EC71ED20C67EC69EC73EC65ED8C32BC33BD7C64BC74BD4C18BC3BC4BD4C1EC25EC20ED27C70ED29C31EC47E
20:3:6:1:1:1:4,2835.14,20,3,6,1,1,1,4,113.76,6.00,32.43,3.00,1.00,2.00,4897313.00,S1C1SC33SC34SC35SC36SC37SC38SC39SC41SC42SC43SC46SC45SC44SC40SC31SC47SC30SC48SC29SC28SC49SC27SC26SC12SC17SC16SC14SC15SC13SC6SC7SC9SC10SC11SC8SC51SC50SC52SC53SC54SC55SC56SC57SC58SC59SC60SC61SC62SC63SD22C72WD25C73EC65EC66EC69EC71ED6C64BC74BC70BD1C18BC3BC4BC20BC19BC25BC2BC21BC22BC5BC23BC24BC32BD35C68ED29C67B
20:5:6:1:1:2:7,5921.92,20,5,6,1,1,2,7,114.61,8.00,29.73,2.00,1.00,6.00,6018299.00,S1C47SC32SC33SC34SC35SC36SC37SC38SC39SC41SC42SC43SC46SC45SC44SC40SC30SC48SC29SC28SC49SC27SC26SC12SC17SC16SC14SC15SC13SC6SC7SC9SC10SC11SC8SC5SC24SC23SC51SC50SC52SC53SC54SC55SC56SC57SC58SC59SC60SC61SC62SC63SD17C69ED21C71BD20C31ED6C70ED6C64ED5C74ED4C73BD2C72WD28C65EC66EC68EC67EC1EC18EC3EC4EC25EC20EC19EC2EC21EC22E
20:5:6:1:1:2:8,6130.85,20,5,6,1,1,2,8,123.87,9.00,29.73,2.00,2.00,6.00,6567795.00,S1C32SC33SC34SC35SC36SC37SC38SC39SC41SC42SC43SC46SC45SC44SC40SC30SC48SC29SC28SC49SC27SC26SC12SC17SC16SC14SC15SC13SC6SC7SC9SC10SC11SC8SC5SC24SC23SC22SC51SC50SC52SC53SC54SC55SC56SC57SC58SC59SC60SC61SC62SC63SD15C68ED21C71WC70WD24C72WD9C31BD2C47ED14C1ED5C64ED5C66BC18BC3BC4BC20BC19BC25BC2BC21BD26C74ED35C67EC69EC73EC65E
20:3:6:1:1:1:5,2266.19,20,3,6,1,1,1,5,113.94,5.00,31.08,5.00,0.00001,1.00,4997356.00,S1C1SC32SC31SC47SC30SC48SC29SC28SC49SC27SC26SC33SC34SC35SC36SC37SC38SC39SC41SC42SC43SC46SC45SC44SC40SC12SC17SC16SC14SC15SC13SC6SC7SC9SC10SC11SC8SC51SC50SC52SC53SC54SC55SC56SC57SC58SC59SC60SC61SC62SC63SD12C64BC18BC3BC4BC20BC19BC25BC2BC21BC22BC5BC23BC24BD27C74BD19C71BC72BC73BD35C68EC67EC69ED32C66BC70BD32C65B
20:3:6:1:1:1:6,2273.87,20,3,6,1,1,1,6,115.01,5.00,32.43,4.00,2.00,1.00,5604269.00,S1C1SC33SC34SC35SC36SC37SC38SC39SC41SC42SC43SC46SC45SC44SC40SC31SC47SC30SC48SC29SC28SC49SC27SC26SC12SC17SC16SC14SC15SC13SC6SC7SC9SC10SC11SC8SC51SC50SC52SC53SC54SC55SC56SC57SC58SC59SC60SC61SC62SC63SD19C66WD19C70BC65BD33C71BC72BC73BD35C18BC3BC4BC20BC19BC25BC2BC21BC22BC5BC23BC24BC32BD32C68EC67EC69ED2C64WD2C74B
20:3:6:1:1:1:7,2259.53,20,3,6,1,1,1,7,112.70,6.00,31.08,4.00,1.00,1.00,5949970.00,S1C1SC4SC25SC20SC19SC2SC21SC22SC23SC5SC24SC12SC17SC16SC14SC15SC13SC6SC7SC9SC10SC11SC8SC41SC42SC43SC46SC45SC44SC40SC30SC48SC29SC28SC49SC27SC26SC51SC50SC52SC53SC54SC55SC56SC57SC58SC59SC60SC61SC62SC63SD34C68EC67EC69ED20C70BC65BD21C31BC47BC32BC33BC34BC35BC36BC37BC38BC39BD12C71BC72BC73BD6C64BC74BC18BC3BD19C66W
20:3:6:1:1:1:8,2971.14,20,3,6,1,1,1,8,118.51,6.00,28.38,4.00,1.00,2.00,6365317.00,S1C1SC23SC32SC31SC47SC30SC48SC29SC28SC49SC27SC26SC33SC34SC35SC36SC37SC38SC39SC41SC42SC43SC46SC45SC44SC40SC12SC17SC16SC14SC15SC13SC6SC7SC9SC10SC11SC8SC24SC51SC50SC52SC53SC54SC55SC56SC57SC58SC59SC60SC61SC62SC63SD17C69EC73EC65EC66EC71ED11C72BD2C67BD2C64WD26C74BC70BD35C68ED33C18BC3BC4BC20BC19BC25BC2BC21BC22BC5B
20:3:6:1:1:1:9,2401.25,20,3,6,1,1,1,9,120.89,6.00,31.08,5.00,1.00,1.00,7160092.00,S1C1SC4SC25SC20SC19SC2SC21SC22SC23SC5SC24SC12SC17SC16SC14SC15SC13SC6SC7SC9SC10SC11SC8SC41SC42SC43SC46SC45SC44SC40SC30SC48SC29SC28SC49SC27SC26SC51SC50SC52SC53SC54SC55SC56SC57SC58SC59SC60SC61SC62SC63SD21C66BD23C31BC47BC32BC33BC34BC35BC36BC37BC38BC39BD26C74BC70BD7C65BC18BC3BD2C71BC72BC73BD2C64WD35C68EC67EC69E
20:11:13:1:1:5:20,16360.74,20,11,13,1,1,5,20,130.95,19.00,64.86,2.00,3.00,18.00,14223572.00,S1C29SC28SC49SC27SC26SC6SC7SC9SC10SC11SC8SC44SC51SC50SC52SC53SC54SC55SC56SC57SC58SC59SC60SC61SC62SC63SD16C69ED12C38ED11C34ED9C30ED8C74ED8C71WD3C39EC41EC42ED7C64WD5C67EC1ED4C70ED4C73ED4C48ED2C4BD14C68ED1C31EC47ED1C32ED19C18ED22C65EC66ED25C3WD24C72ED26C33ED35C35EC36EC37ED31C5BC23BC24BC20BC19BC25BC2BC21BC22BC12BC17BC16BC15BC13BC14BC40BC43BC45BC46B
20:10:16:3:1:3:20,11110.88,20,10,16,3,1,3,20,112.48,18.00,78.38,10.00,3.00,10.00,13355095.00,S1C28SC49SC27SC26SC44SC51SC50SC52SC53SC54SC55SC56SC61SC60SC62SC63SD16C20BD13C32BD21C3BC4BD21C2WD15C68ED20C38EC39EC41ED20C12BC6BC11BC7BC8BC9BC10BC45BC46BC57BC58BC59BD22C71BD24C72BC67BD9C25BC19BD3C64ED3C37EC40EC42EC43ED6C69ED5C5WC23WC24WC17WD5C22WC16WC15WC13WC14WD4C74EC70EC73EC65EC66ED14C1EC18ED14C47BD1C34EC35EC36ED18C30EC48EC29ED33C33ED35C31BD27C21B
20:4:4:1:1:2:20,5637.97,20,4,4,1,1,2,20,117.89,7.00,18.92,0.00001,2.00,6.00,12506585.00,S1C31SC47SC32SC33SC34SC35SC36SC37SC38SC39SC41SC42SC43SC46SC45SC44SC40SC30SC48SC29SC28SC49SC27SC26SC12SC17SC16SC14SC15SC13SC6SC7SC9SC10SC11SC8SC5SC25SC20SC19SC2SC21SC22SC23SC4SC24SC51SC50SC52SC53SC54SC55SC56SC57SC58SC59SC60SC61SC62SC63SD15C68ED13C72ED26C1WC18WC3WD5C73EC65EC66EC69EC71ED5C70ED7C74ED2C64WD14C67E
20:5:6:1:1:2:5,5782.89,20,5,6,1,1,2,5,115.65,9.00,32.43,2.00,1.00,6.00,5152880.00,S1C1SC33SC34SC35SC36SC37SC38SC39SC41SC42SC43SC46SC45SC44SC40SC31SC47SC30SC48SC29SC28SC49SC27SC26SC12SC17SC16SC14SC15SC13SC6SC7SC9SC10SC11SC8SC51SC50SC52SC53SC54SC55SC56SC57SC58SC59SC60SC61SC62SC63SD15C71ED33C68EC67EC69ED22C65ED10C18BC3BC4BC20BC19BC25BC2BC21BC22BC5BC23BC24BC32BD8C74ED6C64ED28C73EC66ED29C70WD35C72B
20:5:6:1:1:2:6,5726.22,20,5,6,1,1,2,6,114.46,8.00,28.38,1.00,1.00,6.00,5775044.00,S1C31SC47SC32SC33SC34SC35SC36SC37SC38SC39SC41SC42SC43SC46SC45SC44SC40SC30SC48SC29SC28SC49SC27SC26SC12SC17SC16SC14SC15SC13SC6SC7SC9SC10SC11SC8SC5SC24SC23SC51SC50SC52SC53SC54SC55SC56SC57SC58SC59SC60SC61SC62SC63SD33C67EC69EC66EC72EC1EC18EC3EC4EC25EC20EC19EC2EC21EC22ED22C73BD3C71ED4C65ED5C64ED28C74ED27C70WD14C68E
5:6:20:2:1:1:20,2659.03,5,6,20,2,1,1,20,26.92,10.00,100.00,7.00,2.00,1.00,12980079.00,S1D12C71BC72BC73BD9C1BC6BC11BC7BC8BC9BC10BC30BC48BC29BC28BC49BC27BC26BD8C64WD7C5BC23BC24BC22BC12BC17BC16BC15BC13BC14BC40BC39BC38BC36BC37BC41BC42BC43BC45BD6C65BD5C56BC55BC54BC53BC52BC50BC51BC62BC63BC60BC59BC58BC57BC46BC44BC61BD28C74BC70BD29C31WC47WC32WC33WC34WC35WD32C68EC67EC69ED18C66BC18BC3BC4BC20BC19BC25BC2BC21B
20:10:8:1:1:4:20,13238.82,20,10,8,1,1,4,20,121.16,17.00,41.89,3.00,3.00,14.00,13432174.00,S1C39SC41SC42SC43SC46SC45SC44SC40SC12SC13SC14SC15SC6SC7SC9SC10SC11SC8SC25SC20SC19SC2SC21SC22SC29SC28SC49SC27SC26SC51SC50SC52SC53SC54SC55SC56SC57SC58SC59SC60SC61SC62SC63SD17C69EC70EC68ED12C3BC4BD11C72WD11C47BD9C74ED3C31ED7C1ED6C64WD5C18BD5C32EC33ED28C5WC23WC24WC17WC16WD22C65EC66ED22C35ED23C67ED24C30ED2C73EC71ED1C34ED18C48ED30C38ED35C36EC37E
17:4:15:1:1:3:3,9102.28,17,4,15,1,1,3,3,96.92,7.00,74.32,0.00001,0.00001,10.00,4351101.00,S1C21SC22SC23SC2SC5SC24SC11SC8SC62SC63SC53SC54SC55SC56SC57SC58SC59SC60SC61SD16C69EC73ED22C31EC47ED22C32EC33ED9C34EC35EC36EC37EC38EC39EC41EC42EC43EC46EC45EC44EC40EC30EC48EC29EC28EC49EC27EC26EC12EC17EC16EC14EC15EC13EC6EC7EC9EC10ED8C74ED8C64ED18C50EC52ED34C68EC71EC72EC65EC66EC70EC1EC18EC3EC4EC25EC20EC19ED20C67ED20C51E
20:10:8:1:1:4:19,13372.00,20,10,8,1,1,4,19,129.80,17.00,37.84,4.00,2.00,14.00,11608935.00,S1C29SC28SC49SC27SC26SC41SC42SC43SC46SC45SC44SC40SC12SC17SC16SC14SC15SC13SC6SC7SC9SC10SC11SC8SC25SC20SC19SC2SC21SC22SC23SC24SC51SC50SC52SC53SC54SC55SC56SC57SC58SC59SC60SC61SC62SC63SD16C34WD17C72EC70EC68ED21C69EC71ED12C5BD11C1WC3WC4WD11C32BD9C73ED22C65EC66ED22C30ED23C67ED24C48ED6C64BC74BD5C18BD5C33ED7C31ED1C35ED18C36ED20C47ED30C37ED35C38EC39E
19:3:9:1:1:1:4,2865.83,19,3,9,1,1,1,4,107.26,6.00,47.30,3.00,1.00,2.00,4913733.00,S1C35SC36SC37SC38SC39SC41SC42SC43SC46SC45SC44SC40SC12SC17SC16SC14SC15SC13SC6SC7SC9SC10SC11SC8SC24SC51SC50SC52SC53SC54SC55SC56SC57SC58SC59SC60SC61SC62SC63SD17C69ED24C72BC73BC71BD27C74BC70BD5C64WD18C68EC67EC66EC1EC18EC3EC4EC25EC20EC19EC2EC21EC22EC23EC5EC32EC31EC47EC30EC48EC29EC28EC49EC27EC26EC33EC34ED29C65B
19:6:8:1:1:1:6,4830.15,19,6,8,1,1,1,6,110.63,10.00,41.89,5.00,2.00,4.00,5716569.00,S1C30SC48SC29SC28SC49SC27SC26SC38SC39SC41SC42SC43SC46SC45SC44SC40SC37SC12SC17SC16SC14SC15SC13SC6SC7SC9SC10SC11SC8SC51SC50SC52SC53SC54SC55SC56SC57SC58SC59SC60SC61SC62SC63SD16C66WD17C31EC47ED13C71BD22C70BD8C1EC18ED6C74ED5C64WD4C65BC72BD19C73BD30C68EC67EC69ED30C3BC4BC20BC19BC25BC2BC21BC22BC5BC23BC24BC32BC33BC34BC35BC36B
19:6:8:1:1:1:5,4104.72,19,6,8,1,1,1,5,107.23,10.00,37.84,5.00,2.00,3.00,5299656.00,S1C34SC35SC36SC37SC38SC39SC41SC42SC43SC46SC45SC44SC40SC30SC48SC29SC28SC49SC27SC26SC12SC17SC16SC14SC15SC13SC6SC7SC9SC10SC11SC8SC51SC50SC52SC53SC54SC55SC56SC57SC58SC59SC60SC61SC62SC63SD17C32BD21C1EC18EC3EC4EC25EC20EC19EC2EC21EC22ED12C31BC47BD24C72WD5C64BD4C5BC23BC24BC33BD2C74EC65ED14C71BC73BC70BD1C68EC67EC69ED20C66W
20:6:13:2:1:1:7,4101.71,20,6,13,2,1,1,7,117.39,10.00,63.51,6.00,1.00,3.00,5963071.00,S1C1SC6SC7SC9SC10SC11SC8SC13SC14SC30SC48SC29SC28SC49SC27SC26SC44SC51SC50SC52SC53SC54SC55SC56SC61SC62SC63SD17C71ED10C65BC18BC3BD22C70BC73BD3C64BD5C74ED28C72WD14C31BC47BC32BC33BC34BC35BC36BC37BC38BC39BC40BC41BC42BC43BC45BC46BC57BC58BC59BC60BD31C66BD32C68EC67EC69ED29C4BC20BC19BC25BC2BC21BC22BC5BC23BC24BC12BC17BC16BC15B
