Dimensions,7
Normalised,20
evals,500
key,dist,emissions,MicroDepots,byMD,Bikes,Walkers,EVs,time,ActualEmissions,ActualMD,ActualByMD,ActualBikes,ActualWalkers,ActualEVs,ActualTime,sol
11:3:19:1:1:1:5,2935.81,11,3,19,1,1,1,5,65.17,5.00,97.30,3.00,1.00,2.00,5293398.00,S1C9SC10SD12C68EC67EC1EC18EC3EC4EC25EC20EC19EC2EC21EC22EC23EC5EC32EC31EC47EC30EC48EC29EC28EC49EC27EC26EC33EC34EC35EC36EC37EC38EC39EC41EC42EC43ED12C56BC55BC54BC53BC52BC50BC51BC62BC63BC60BC59BC58BC57BC46BC45BC44BC61BD8C64BC74BC70BD3C72WD2C73EC65EC66EC69EC71ED14C24BC12BC17BC16BC15BC13BC14BC40BC6BC11BC7BC8B
4:3:20:1:1:1:8,2853.67,4,3,20,1,1,1,8,22.57,6.00,100.00,4.00,0.00001,2.00,6364919.00,S1D24C72BC65BD22C73BD6C64BC74BC70BD4C71BC66BC67BD14C68EC69EC1EC18EC3EC4ED27C31EC47EC32EC33EC34EC35EC36EC37EC38EC39EC41EC42EC43EC46EC45EC44EC40EC30EC48EC29EC28EC49EC27EC26EC12EC17EC16EC14EC15EC13EC6EC7EC9EC10EC11EC8EC5EC25EC20EC19EC2EC21EC22EC23EC24EC51EC50EC52EC53EC54EC55EC56EC57EC58EC59EC60EC61EC62EC63E
20:10:13:4:1:1:20,7652.51,20,10,13,4,1,1,20,124.11,17.00,63.51,13.00,3.00,5.00,13036139.00,S1C43SC46SC45SC44SC12SC17SC16SC14SC15SC13SC6SC7SC9SC10SC11SC8SC51SC50SC52SC53SC57SC58SC59SC60SC61SC62SC63SD16C36BD17C69ED21C37EC41EC42ED24C47BC32BD23C31BD23C34BD9C38BC39BD14C1BC2BD1C18BC3BC4BD19C30EC48EC29ED33C70WC64WD30C66BC67BD30C28WC49WC27WC26WC56WC55WC54WD35C33BD29C5WC23WD29C35BD31C68EC73EC65EC71EC72EC74ED6C22BD6C24BD27C40ED26C20BC19BC25BC21B
18:2:3:1:1:1:6,3128.96,18,2,3,1,1,1,6,106.00,3.00,13.51,0.00001,0.00001,3.00,5669836.00,S1C68SC1SC18SC3SC4SC25SC20SC19SC2SC21SC22SC23SC5SC32SC31SC47SC30SC48SC29SC28SC49SC27SC26SC33SC34SC35SC36SC37SC38SC39SC41SC42SC43SC46SC45SC44SC40SC12SC17SC16SC14SC15SC13SC6SC7SC9SC10SC11SC8SC24SC51SC50SC52SC53SC54SC55SC56SC57SC58SC59SC60SC61SC62SC63SD17C69ED21C71EC72EC73EC65EC66EC74EC70EC64ED20C67E
16:9:16:1:1:4:17,12281.64,16,9,16,1,1,4,17,90.47,16.00,81.08,3.00,3.00,13.00,10370006.00,S1C51SC50SC52SC53SC54SC55SC56SC57SC58SC59SC60SC61SC62SC63SD16C32WD17C71EC65ED21C69EC73ED12C31BD11C72WD11C18BD8C35ED7C68ED6C64WD5C70BC66BD5C47ED25C1EC3EC4EC25EC20EC19EC2EC21EC22ED22C33ED23C74ED23C38EC39EC41EC42EC43EC46EC45EC44EC40EC37EC12EC17EC16EC14EC15EC13EC6EC7EC9EC10EC11EC8EC5EC24EC23EC29EC28EC49EC27EC26ED24C34ED20C67ED30C36ED35C30EC48E
17:9:16:1:1:4:20,12366.55,17,9,16,1,1,4,20,97.77,16.00,79.73,2.00,5.00,13.00,12254865.00,S1C51SC50SC52SC53SC54SC55SC56SC57SC58SC59SC60SC61SC62SC63SC24SD16C1WD17C69EC73ED12C47BC32BD15C66WD15C18WD33C68EC67ED30C37EC41ED35C38EC39ED24C48ED22C30ED23C65ED23C29EC28EC49EC27EC26EC40EC42EC43EC46EC45EC44EC12EC17EC16EC14EC15EC13EC6EC7EC9EC10EC11EC8EC5EC25EC20EC19EC2EC21EC22ED23C31ED11C3WC4WC23WD6C64WD5C72BD5C33EC34ED2C74EC70ED1C35EC36ED18C71E
16:8:17:1:1:3:20,10445.82,16,8,17,1,1,3,20,91.18,14.00,85.14,5.00,4.00,10.00,11945043.00,S1C62SC63SC53SC54SC55SC56SC57SC58SC59SC60SC61SD16C71EC72EC73ED21C19WD21C47EC32EC33EC34ED21C36ED15C18WC3WD19C25WD33C68EC67EC69ED24C38EC39EC41EC42EC43EC46EC45EC44EC40EC37EC12EC17EC16EC14EC15EC13EC6EC7EC9EC10EC11EC8EC23EC22EC24EC28EC49EC27EC26EC51EC50EC52ED23C35ED10C64BC70BD6C4BD3C20BD2C66BD2C5WD14C65EC1ED1C30EC48EC29ED27C74ED27C2BC21BD27C31E
20:13:12:1:1:6:20,19338.45,20,13,12,1,1,6,20,136.50,22.00,60.81,3.00,3.00,21.00,14258422.00,S1C46SC45SC44SC17SC16SC14SC15SC13SC6SC7SC9SC10SC11SC8SC2SC51SC50SC52SC53SC54SC55SC56SC57SC58SC59SC60SC61SC62SC63SD16C71ED16C43ED13C5WD13C48EC29ED12C42ED21C33ED24C72ED11C30ED9C74ED8C18BD3C26EC27EC49EC12ED7C64WD5C47EC32ED4C68ED4C70EC66ED4C38EC39ED2C20BD14C1ED1C3BC4BD20C67EC69EC73EC65ED19C37EC41ED30C25WC19WC21WC22WC23WC24WD35C31ED32C28ED26C34EC35ED27C36ED27C40E
20:9:13:3:1:1:20,7183.97,20,9,13,3,1,1,20,121.46,16.00,64.86,10.00,4.00,5.00,14293284.00,S1C28SC49SC27SC26SC6SC7SC9SC10SC11SC8SC16SC14SC15SC13SC44SC51SC50SC52SC53SC54SC55SC56SC61SC60SC62SC63SD16C20BD17C69ED21C21BC22BC12BD22C3BC4BD22C36EC37EC38EC39ED23C18BD24C72BD9C2BC19BD14C68EC1ED14C31BC47BD1C33WC34WC35WD19C30EC48EC29ED35C67BD29C32BD6C25BD5C5WC23WC24WC17WD5C41WC42WC43WC45WC46WC57WC58WC59WD4C64EC74EC70EC73EC65EC66EC71ED27C40W
19:10:15:1:1:2:20,9286.62,19,10,15,1,1,2,20,109.32,17.00,74.32,5.00,5.00,9.00,12161698.00,S1C51SC50SC52SC53SC54SC55SC56SC57SC58SC59SC60SC61SC62SC63SC22SC2SC10SC11SC8SD16C1WD17C69ED24C47ED22C18BD23C33EC34EC35EC36EC37EC38EC39EC41EC42EC43EC46EC45EC44EC40EC30EC48EC29EC28EC49EC27EC26EC12EC17EC16EC14EC15EC13EC6EC7EC9ED11C70ED9C65BD8C74ED8C3BD2C71WC72WD1C31ED18C68ED20C67BD20C66WD6C64WD7C73ED19C5WC23WC24WC20WC19WC25WC21WD30C4BD35C32E
16:8:19:3:1:2:20,9583.80,16,8,19,3,1,2,20,92.98,14.00,97.30,11.00,1.00,8.00,12904425.00,S1C61SC60SD16C2BD17C69ED21C62EC63EC53ED21C58BD22C21EC22EC10EC11ED22C8BC57BD23C67BD23C72BD9C32EC33EC34EC35EC36EC37EC38EC39EC41EC42EC43EC46EC45EC44EC40EC30EC48EC29EC28EC49EC27EC26EC12EC17EC16EC14EC15EC13EC6EC7EC9ED9C55BC54BD14C68EC1ED14C31BC47BD1C5BC23BC24BD19C51EC50EC52ED35C18BD29C3BD6C4WC20WC19WC25WD6C56BD4C64EC74EC70EC73EC65EC66EC71ED27C59E
16:9:16:1:1:4:20,12320.78,16,9,16,1,1,4,20,90.94,16.00,81.08,2.00,5.00,13.00,12154471.00,S1C51SC50SC52SC53SC54SC55SC56SC57SC58SC59SC60SC61SC62SC63SD16C32WD17C69EC73ED12C18BC3BD15C1WD33C68EC67ED30C39EC41ED24C30ED22C35ED23C65ED23C66ED23C29EC28EC49EC27EC26EC40EC42EC43EC46EC45EC44EC12EC17EC16EC14EC15EC13EC6EC7EC9EC10EC11EC8EC5EC25EC20EC19EC2EC21EC22ED11C4WC23WC24WD6C64WD5C31EC47ED27C72WD27C71BD27C36EC37EC38ED2C74EC70ED1C33EC34ED18C48E
17:9:18:3:1:3:18,10945.48,17,9,18,3,1,3,18,96.63,16.00,91.89,10.00,1.00,10.00,11049270.00,S1C62SC63SC58SC59SC60SC61SD16C3BD13C4BD21C5BC23BD21C25WD15C68ED20C36EC37EC38ED22C71BD24C72BC67BD9C20BC19BD9C40EC46EC45EC44EC12EC17EC16EC14EC15EC13EC6EC7EC9EC10EC11EC8EC21EC22EC24EC28EC49EC27EC26EC51EC50EC52EC53EC54EC55EC56EC57ED3C64ED3C39EC41EC42EC43ED4C74EC70EC73EC65EC66ED14C69EC1ED14C31BD1C33EC34EC35ED18C47BD18C30EC48EC29ED33C32ED35C18BD27C2B
20:5:6:1:1:2:16,6177.44,20,5,6,1,1,2,16,120.16,8.00,31.08,2.00,1.00,6.00,10334026.00,S1C33SC34SC35SC36SC37SC38SC39SC41SC42SC43SC46SC45SC44SC40SC30SC48SC29SC28SC49SC27SC26SC12SC17SC16SC14SC15SC13SC6SC7SC9SC10SC11SC8SC5SC24SC23SC22SC51SC50SC52SC53SC54SC55SC56SC57SC58SC59SC60SC61SC62SC63SD16C47WD21C32ED24C72ED24C31ED8C1ED7C64BC74BD4C73EC65EC66ED20C70BC71BC18BC3BC4BC20BC19BC25BC2BC21BD32C68EC67EC69E
20:5:6:1:1:2:17,5838.78,20,5,6,1,1,2,17,114.56,8.00,32.43,2.00,1.00,6.00,10484501.00,S1C1SC21SC22SC23SC5SC24SC12SC17SC16SC14SC15SC13SC6SC7SC9SC10SC11SC8SC36SC37SC38SC39SC41SC42SC43SC46SC45SC44SC40SC30SC48SC29SC28SC49SC27SC26SC51SC50SC52SC53SC54SC55SC56SC57SC58SC59SC60SC61SC62SC63SD15C68ED19C31WC47WC32WC33WC34WC35WD22C66ED23C67BC18BC3BC4BC20BC19BC25BC2BD9C73ED7C64ED4C69ED4C71BC72BC65BD28C74EC70E
20:5:6:1:1:2:18,5781.64,20,5,6,1,1,2,18,113.32,8.00,32.43,0.00001,2.00,6.00,11078425.00,S1C30SC48SC29SC28SC49SC27SC26SC36SC37SC38SC39SC41SC42SC43SC46SC45SC44SC40SC12SC17SC16SC14SC15SC13SC6SC7SC9SC10SC11SC8SC5SC24SC21SC22SC23SC2SC51SC50SC52SC53SC54SC55SC56SC57SC58SC59SC60SC61SC62SC63SD17C69ED12C4WC20WC19WC25WD15C68EC67EC71EC72EC65EC66EC1EC18EC3ED14C31WC47WC32WC33WC34WC35WD3C74ED6C73ED4C70ED8C64E
20:5:6:1:1:2:19,5901.84,20,5,6,1,1,2,19,116.51,9.00,31.08,1.00,3.00,6.00,11673651.00,S1C30SC48SC29SC28SC49SC27SC26SC36SC37SC38SC39SC41SC42SC43SC46SC45SC44SC40SC12SC17SC16SC14SC15SC13SC6SC7SC9SC10SC11SC8SC5SC25SC21SC22SC23SC2SC24SC51SC50SC52SC53SC54SC55SC56SC57SC58SC59SC60SC61SC62SC63SD15C68EC67ED20C31WC47WC32WC33WC34WC35WD22C65ED23C73ED24C72ED8C74ED8C70BC66BC18BC3BD2C1WC4WC20WC19WD1C69EC71ED6C64W
20:1:2:1:1:1:7,1143.82,20,1,2,1,1,1,7,118.22,2.00,8.11,2.00,1.00,0.00001,6029601.00,S1C68SC69SC73SC65SC71SC1SC18SC3SC4SC25SC20SC19SC2SC21SC22SC23SC5SC32SC31SC47SC30SC48SC29SC28SC49SC27SC26SC33SC34SC35SC36SC37SC38SC39SC41SC42SC43SC46SC45SC44SC40SC12SC17SC16SC14SC15SC13SC6SC7SC9SC10SC11SC8SC24SC51SC50SC52SC53SC54SC55SC56SC57SC58SC59SC60SC61SC62SC63SD6C72WD6C64BC74BC70BD30C66BC67B
20:1:2:1:1:1:6,1166.15,20,1,2,1,1,1,6,112.84,2.00,8.11,3.00,0.00001,0.00001,5880582.00,S1C68SC67SC69SC71SC64SC1SC18SC3SC4SC25SC20SC19SC2SC21SC22SC23SC5SC32SC31SC47SC30SC48SC29SC28SC49SC27SC26SC33SC34SC35SC36SC37SC38SC39SC41SC42SC43SC46SC45SC44SC40SC12SC17SC16SC14SC15SC13SC6SC7SC9SC10SC11SC8SC24SC51SC50SC52SC53SC54SC55SC56SC57SC58SC59SC60SC61SC62SC63SD22C74BC66BD24C72BC73BC70BD24C65B
17:5:12:1:1:1:4,2380.65,17,5,12,1,1,1,4,97.78,8.00,59.46,5.00,2.00,1.00,4783217.00,S1C1SC33SC34SC35SC36SC37SC38SC39SC41SC42SC40SC44SC12SC17SC16SC14SC15SC13SC6SC7SC9SC10SC11SC8SC51SC50SC52SC62SC63SC61SD17C71BC72BC73BD12C66WD11C64WD25C74BC70BD22C65BD23C18BC3BC4BC20BC19BC25BC2BC21BC22BC5BC23BC24BC32BD6C31BC47BC30BC48BC29BC43BC45BC46BC57BC58BC59BC60BC56BC26BC27BC49BC28BC55BC54BC53BD1C68EC67EC69E
17:5:12:1:1:1:3,3758.25,17,5,12,1,1,1,3,98.83,8.00,59.46,4.00,1.00,3.00,4462493.00,S1C1SC33SC34SC35SC36SC37SC38SC39SC41SC42SC40SC44SC12SC17SC16SC14SC15SC13SC6SC7SC9SC10SC11SC8SC51SC50SC52SC62SC63SC61SD16C18BC3BC4BC20BC19BC25BC2BC21BC22BC5BC23BC24BC32BD21C31BC47BC30BC48BC29BC43BC45BC46BC57BC58BC59BC60BC56BC26BC27BC49BC28BC55BC54BC53BD25C70BD5C64EC74ED2C71BC72BC73BD14C65ED1C66WD18C68EC67EC69E
17:5:12:1:1:1:6,4751.33,17,5,12,1,1,1,6,100.61,8.00,62.16,5.00,1.00,4.00,5487972.00,S1C34SC35SC36SC37SC38SC39SC41SC42SC40SC44SC12SC17SC16SC14SC15SC13SC6SC7SC9SC10SC11SC8SC51SC50SC52SC62SC63SC61SD17C69ED24C31BC47BC30BC48BC29BC43BC45BC46BC57BC58BC59BC60BC56BC26BC27BC49BC28BC55BC54BC53BD22C72WD8C67BC66BD8C64BC74BC70BD14C68ED4C71BD5C1EC33ED28C73EC65ED28C18BC3BC4BC20BC19BC25BC2BC21BC22BC5BC23BC24BC32B
17:5:12:1:1:1:5,4541.73,17,5,12,1,1,1,5,100.16,8.00,59.46,4.00,0.00001,4.00,5267635.00,S1C46SC45SC44SC12SC17SC16SC14SC15SC13SC6SC7SC9SC10SC11SC8SC24SC51SC50SC52SC53SC54SC55SC56SC57SC58SC59SC60SC61SC62SC63SD17C69ED10C66ED9C40ED25C73BD27C64BC71BC72BD26C74BC70BD4C65BD1C68EC67EC1EC18EC3EC4EC25EC20EC19EC2EC21EC22EC23EC5EC32EC31EC47EC30EC48EC29EC28EC49EC27EC26EC33EC34EC35EC36EC37EC38EC39EC41EC42EC43E
20:4:6:2:1:1:20,2729.48,20,4,6,2,1,1,20,123.91,7.00,28.38,7.00,2.00,1.00,12545959.00,S1C30SC48SC29SC28SC49SC27SC26SC36SC37SC38SC39SC41SC42SC43SC46SC45SC44SC40SC12SC17SC16SC14SC15SC13SC6SC7SC9SC10SC11SC8SC5SC25SC20SC19SC2SC21SC22SC23SC24SC51SC50SC52SC53SC54SC55SC56SC57SC58SC59SC60SC61SC62SC63SD34C68EC67EC69ED19C66BC70BD18C1WC3WC4WD2C71BC72BD2C73BD2C18BD2C31WC47WC32WC33WC34WC35WD9C74BD4C65BD5C64B
20:1:2:1:1:1:9,1199.56,20,1,2,1,1,1,9,119.34,2.00,8.11,2.00,2.00,0.00001,6906869.00,S1C68SC67SC69SC65SC66SC1SC18SC3SC4SC25SC20SC19SC2SC21SC22SC23SC5SC32SC31SC47SC30SC48SC29SC28SC49SC27SC26SC33SC34SC35SC36SC37SC38SC39SC41SC42SC43SC46SC45SC44SC40SC12SC17SC16SC14SC15SC13SC6SC7SC9SC10SC11SC8SC24SC51SC50SC52SC53SC54SC55SC56SC57SC58SC59SC60SC61SC62SC63SD27C74BC70BD26C64WD26C72WC71WD26C73B
20:1:2:1:1:1:8,1129.05,20,1,2,1,1,1,8,114.63,2.00,8.11,2.00,1.00,0.00001,6613601.00,S1C68SC67SC69SC65SC66SC1SC18SC3SC4SC25SC20SC19SC2SC21SC22SC23SC5SC32SC31SC47SC30SC48SC29SC28SC49SC27SC26SC33SC34SC35SC36SC37SC38SC39SC41SC42SC43SC46SC45SC44SC40SC12SC17SC16SC14SC15SC13SC6SC7SC9SC10SC11SC8SC24SC51SC50SC52SC53SC54SC55SC56SC57SC58SC59SC60SC61SC62SC63SD24C73BD2C71WC72WD2C64BC74BC70B
14:2:15:1:1:1:3,2914.61,14,2,15,1,1,1,3,82.75,4.00,75.68,3.00,0.00001,2.00,4373882.00,S1C46SC44SC9SC10SC51SC50SC52SC53SC54SC55SC56SC57SC58SC59SC60SC61SC62SC63SD15C68EC67EC69ED15C71EC72EC73EC65EC66EC64EC1EC18EC3EC4EC25EC20EC19EC2EC21EC22EC23EC5EC32EC31EC47EC30EC48EC29EC28EC49EC27EC26EC33EC34ED20C35BC36BC37BC38BC39BC40BC41BC42BC43BC45BD10C74BC70BD1C24BC12BC17BC16BC15BC13BC14BC6BC11BC7BC8B
20:3:1:1:1:1:9,1323.59,20,3,1,1,1,1,9,127.73,5.00,6.76,3.00,2.00,0.00001,7095960.00,S1C68SC69SC65SC66SC71SC70SC1SC18SC3SC4SC25SC20SC19SC2SC21SC22SC23SC5SC32SC31SC47SC30SC48SC29SC28SC49SC27SC26SC33SC34SC35SC36SC37SC38SC39SC41SC42SC43SC46SC45SC44SC40SC12SC17SC16SC14SC15SC13SC6SC7SC9SC10SC11SC8SC24SC51SC50SC52SC53SC54SC55SC56SC57SC58SC59SC60SC61SC62SC63SD10C74BD9C72WD2C64WD4C73BD35C67B
20:3:1:1:1:1:7,1376.75,20,3,1,1,1,1,7,114.15,5.00,6.76,5.00,0.00001,0.00001,6168244.00,S1C68SC67SC69SC71SC72SC66SC1SC18SC3SC4SC25SC20SC19SC2SC21SC22SC23SC5SC32SC31SC47SC30SC48SC29SC28SC49SC27SC26SC33SC34SC35SC36SC37SC38SC39SC41SC42SC43SC46SC45SC44SC40SC12SC17SC16SC14SC15SC13SC6SC7SC9SC10SC11SC8SC24SC51SC50SC52SC53SC54SC55SC56SC57SC58SC59SC60SC61SC62SC63SD23C65BD11C74BD10C70BD8C73BD6C64B
20:3:1:1:1:1:8,1246.65,20,3,1,1,1,1,8,122.60,5.00,6.76,2.00,3.00,0.00001,6475188.00,S1C68SC69SC65SC66SC73SC71SC1SC18SC3SC4SC25SC20SC19SC2SC21SC22SC23SC5SC32SC31SC47SC30SC48SC29SC28SC49SC27SC26SC33SC34SC35SC36SC37SC38SC39SC41SC42SC43SC46SC45SC44SC40SC12SC17SC16SC14SC15SC13SC6SC7SC9SC10SC11SC8SC24SC51SC50SC52SC53SC54SC55SC56SC57SC58SC59SC60SC61SC62SC63SD22C70WD11C72WD8C64WD3C74BD35C67B
20:5:6:1:1:2:20,5796.10,20,5,6,1,1,2,20,117.17,8.00,29.73,0.00001,2.00,6.00,12018152.00,S1C36SC37SC38SC39SC41SC42SC43SC46SC45SC44SC40SC12SC17SC16SC14SC15SC13SC6SC7SC9SC10SC11SC8SC5SC25SC20SC19SC2SC21SC22SC23SC4SC24SC29SC28SC49SC27SC26SC51SC50SC52SC53SC54SC55SC56SC57SC58SC59SC60SC61SC62SC63SD17C72ED13C70ED10C68EC67ED23C73EC65EC66EC69EC71ED26C64EC74ED4C30EC48ED2C1WC18WC3WD19C31WC47WC32WC33WC34WC35W
20:2:2:1:1:1:6,1723.88,20,2,2,1,1,1,6,113.98,3.00,9.46,0.00001,2.00,1.00,5884895.00,S1C74SC70SC68SC67SC1SC18SC3SC4SC25SC20SC19SC2SC21SC22SC23SC5SC32SC31SC47SC30SC48SC29SC28SC49SC27SC26SC33SC34SC35SC36SC37SC38SC39SC41SC42SC43SC46SC45SC44SC40SC12SC17SC16SC14SC15SC13SC6SC7SC9SC10SC11SC8SC24SC51SC50SC52SC53SC54SC55SC56SC57SC58SC59SC60SC61SC62SC63SD17C69EC73EC65EC66EC71ED24C72WD3C64W
18:4:11:2:1:1:18,3372.01,18,4,11,2,1,1,18,106.15,7.00,56.76,6.00,1.00,2.00,10882597.00,S1C30SC48SC29SC28SC49SC27SC12SC17SC16SC14SC15SC13SC6SC7SC9SC10SC11SC8SC5SC24SC23SC22SC44SC51SC50SC52SC53SC54SC55SC61SC62SC63SD15C68EC67EC69ED20C66BC18BC3BC4BC20BC19BC25BC2BC21BD22C73BD10C1ED24C72BC65BD5C64BC74BC70BD14C71BD14C31WD14C47BC32BC33BC34BC35BC36BC37BC38BC39BC40BC41BC42BC43BC45BC46BC57BC58BC59BC60BC56BC26B
18:4:11:2:1:1:17,2734.98,18,4,11,2,1,1,17,101.79,7.00,56.76,6.00,2.00,1.00,10705536.00,S1C30SC48SC29SC28SC49SC27SC26SC41SC42SC43SC46SC45SC44SC7SC9SC10SC11SC8SC51SC50SC52SC53SC54SC55SC56SC57SC58SC59SC60SC61SC62SC63SD34C65BC18BC3BD32C68EC67EC69ED32C66BC73BD18C1WC4WC20WC19WD18C47BC32BC33BC34BC35BC36BC37BC38BC39BC40BD9C5BC23BC24BC21BC22BC2BC25BC12BC17BC16BC15BC13BC14BC6BD8C72WC71WD3C64BC74BC70BD4C31B
2:5:20:1:1:2:3,5835.81,2,5,20,1,1,2,3,13.41,8.00,100.00,1.00,1.00,6.00,4543467.00,S1D20C34EC35EC36EC37EC38EC39EC41EC42EC43EC46EC45EC44EC40EC30EC48EC29EC28EC49EC27EC26EC12EC17EC16EC14EC15EC13EC6EC7EC9EC10EC11EC8EC51EC50EC52EC53EC54EC55EC56EC57EC58EC59EC60EC61EC62EC63ED23C31ED10C47ED8C72WD3C64EC74EC70EC73EC65EC66ED14C18BC3BC4BC20BC19BC25BC2BC21BC22BC5BC23BC24BC32BC33BD1C68EC67EC69EC71ED18C1E
17:2:8:1:1:1:17,2649.15,17,2,8,1,1,1,17,100.23,3.00,37.84,0.00001,2.00,2.00,10677657.00,S1C30SC48SC29SC28SC49SC27SC26SC36SC37SC38SC39SC41SC42SC43SC46SC45SC44SC40SC12SC17SC16SC14SC15SC13SC6SC7SC9SC10SC11SC8SC5SC24SC51SC50SC52SC53SC54SC55SC56SC57SC58SC59SC60SC61SC62SC63SD15C31WC47WC32WC33WC34WC35WD20C67EC69EC73EC65ED20C71EC72EC74EC70EC66EC68EC1EC18EC3EC4EC25EC20EC19EC2EC21EC22EC23ED6C64W
18:10:19:3:1:2:20,9961.45,18,10,19,3,1,2,20,104.32,18.00,93.24,10.00,4.00,9.00,13202320.00,S1C44SC51SC62SC63SC61SD16C18BD17C69ED21C5WD21C31WD15C68ED15C71ED19C32EC33ED19C2BC11BC8BC10BC45BC46BC57BC58BC59BC60BC56BC55BC54BC53BC52BC50BD18C47BD1C66BD14C67ED14C25BC19BC21BC22BC23BC24BC12BC17BC16BC15BC13BC14BC40BC39BC38BC36BC37BC41BC42BC43BD9C74BD9C4WC20WD10C73BD22C65ED3C70BD7C35BD5C64ED28C34ED27C1WC3WD12C72BD29C30EC48EC29EC28EC49EC27EC26EC6EC7EC9E
10:14:20:1:1:6:20,21122.58,10,14,20,1,1,6,20,55.37,24.00,100.00,1.00,3.00,24.00,14180867.00,S1D16C42ED13C48EC29ED12C39ED21C1WD15C67BD34C68ED20C69ED20C28EC49EC27EC26EC12EC17EC16EC14EC15EC13EC6EC7EC9EC10EC11EC8EC5EC24EC21EC22EC23EC19EC2EC43EC46EC45EC44EC51EC50EC52EC53EC54EC55EC56EC57EC58EC59EC60EC61EC62EC63ED22C65EC66ED11C30ED11C40ED9C36ED8C74ED3C4EC25EC20ED7C64WD5C31EC47ED4C73ED4C18ED2C41ED14C71ED1C32EC33ED1C34ED19C38ED24C72ED25C3WD27C37ED26C35ED35C70E
9:11:20:1:1:5:8,18211.67,9,11,20,1,1,5,8,52.90,20.00,100.00,5.00,1.00,20.00,6363911.00,S1D16C69ED16C28ED13C3BC4BD12C40ED21C71ED21C32ED24C72ED11C35ED9C73ED8C67BD8C74ED3C42EC43EC46EC45EC44ED7C64WD7C38EC39ED4C70EC65EC66ED2C5BD14C68ED1C31BC47BD20C26EC27EC49EC12EC17EC16EC14EC15EC13EC6EC7EC9EC10EC11EC8EC25EC21EC22EC23EC19EC2EC24EC51EC50EC52EC53EC54EC55EC56EC57EC58EC59EC60EC61EC62EC63ED19C1EC18ED19C37EC41ED35C30EC48ED32C20BD26C33EC34ED27C29ED27C36E
20:2:2:1:1:1:9,1198.79,20,2,2,1,1,1,9,118.02,4.00,8.11,2.00,2.00,0.00001,6829866.00,S1C68SC67SC69SC65SC66SC1SC18SC3SC4SC25SC20SC19SC2SC21SC22SC23SC5SC32SC31SC47SC30SC48SC29SC28SC49SC27SC26SC33SC34SC35SC36SC37SC38SC39SC41SC42SC43SC46SC45SC44SC40SC12SC17SC16SC14SC15SC13SC6SC7SC9SC10SC11SC8SC24SC51SC50SC52SC53SC54SC55SC56SC57SC58SC59SC60SC61SC62SC63SD8C64BC74BC70BD2C71WD6C72WD4C73B
20:2:2:1:1:1:7,1116.05,20,2,2,1,1,1,7,112.55,3.00,8.11,2.00,1.00,0.00001,5897656.00,S1C68SC67SC69SC65SC66SC1SC18SC3SC4SC25SC20SC19SC2SC21SC22SC23SC5SC32SC31SC47SC30SC48SC29SC28SC49SC27SC26SC33SC34SC35SC36SC37SC38SC39SC41SC42SC43SC46SC45SC44SC40SC12SC17SC16SC14SC15SC13SC6SC7SC9SC10SC11SC8SC24SC51SC50SC52SC53SC54SC55SC56SC57SC58SC59SC60SC61SC62SC63SD22C73BD10C72WC71WD6C64BC74BC70B
20:2:2:1:1:1:8,1124.21,20,2,2,1,1,1,8,112.67,3.00,8.11,2.00,1.00,0.00001,6420914.00,S1C68SC67SC69SC65SC66SC1SC18SC3SC4SC25SC20SC19SC2SC21SC22SC23SC5SC32SC31SC47SC30SC48SC29SC28SC49SC27SC26SC33SC34SC35SC36SC37SC38SC39SC41SC42SC43SC46SC45SC44SC40SC12SC17SC16SC14SC15SC13SC6SC7SC9SC10SC11SC8SC24SC51SC50SC52SC53SC54SC55SC56SC57SC58SC59SC60SC61SC62SC63SD9C72WC71WD8C73BD2C64BC74BC70B
17:2:8:1:1:1:20,2800.59,17,2,8,1,1,1,20,95.88,4.00,40.54,1.00,2.00,2.00,12181171.00,S1C30SC48SC29SC28SC49SC27SC26SC36SC37SC38SC39SC41SC42SC43SC46SC45SC44SC40SC12SC17SC16SC14SC15SC13SC6SC7SC9SC10SC11SC8SC51SC50SC52SC53SC54SC55SC56SC57SC58SC59SC60SC61SC62SC63SD17C1WC21WC22WC5WC23WC24WD10C71EC72EC69EC68ED10C67BC18BC3BC4BC20BC19BC25BC2BD25C31WC47WC32WC33WC34WC35WD2C64EC74EC70EC73EC65EC66E
20:9:5:1:1:4:20,12548.64,20,9,5,1,1,4,20,125.91,15.00,27.03,1.00,2.00,14.00,12812859.00,S1C48SC29SC28SC49SC27SC26SC36SC37SC38SC39SC41SC42SC43SC46SC45SC44SC40SC12SC17SC16SC14SC15SC13SC6SC7SC9SC10SC11SC8SC5SC25SC20SC19SC2SC21SC22SC23SC3SC4SC24SC51SC50SC52SC53SC54SC55SC56SC57SC58SC59SC60SC61SC62SC63SD17C72ED13C69ED12C30ED15C1ED18C68ED1C34ED2C33ED9C31EC47ED10C70EC65ED8C64BD7C73ED7C32ED5C74ED5C18WD4C66EC67ED11C35ED23C71W
