key,dist,emissions,MicroDepots,byMD,Bikes,Walkers,EVs,time,ActualEmissions,ActualMD,ActualByMD,ActualBikes,ActualWalkers,ActualEVs,ActualTime,sol
20:4:7:1:1:1:11,1937.05,20,4,7,1,1,1,11,71.47,7.00,36.84,2.00,4.00,1.00,4827277.00,S1C3SC32SC6SC33SC36SC53SC41SC39SC40SC45SC46SC42SC43SC34SC48SC1SC44SC37SC38SC7SC16SC17SC18SC19SC20SC55SC57SC10SC54SC8SC9SC13SC14SC12SC15SC21SD20C47WC5WC4WD12C50EC31EC30EC29EC28EC27EC26EC24EC25EC23ED19C2BC49BD3C22WD4C52BC51BC56BD2C35WD26C11W
15:2:9:1:1:1:4,1717.21,15,2,9,1,1,1,4,55.35,3.00,45.61,2.00,1.00,1.00,2945097.00,S1C50SC31SC30SC29SC28SC27SC26SC24SC25SC11SC54SC51SC52SC56SC21SC13SC45SC46SC47SC5SC34SC48SC4SC42SC43SC40SC44SC35SC37SC38SC7SD29C9WD29C14BC12BC8BD18C1EC2EC49EC3EC32EC6EC33EC36EC53EC41EC39ED35C15BC16BC17BC18BC19BC20BC55BC57BC10BC22BC23B
15:2:9:1:1:1:5,1602.16,15,2,9,1,1,1,5,54.77,3.00,47.37,1.00,1.00,1.00,3198023.00,S1C2SC49SC4SC42SC43SC31SC30SC29SC28SC25SC50SC44SC39SC40SC7SC8SC9SC51SC52SC56SC21SC11SC54SC13SC14SC12SC37SC38SC1SC35SD25C26WC27WC24WD30C45EC46EC47EC5EC34EC48EC3EC32EC6EC33EC36EC53EC41ED35C15BC16BC17BC18BC19BC20BC55BC57BC10BC22BC23B
15:2:9:1:1:1:2,1771.94,15,2,9,1,1,1,2,52.95,4.00,45.61,3.00,0.00001,1.00,2406669.00,S1C2SC49SC3SC32SC6SC33SC36SC53SC41SC39SC40SC45SC46SC47SC5SC34SC48SC4SC42SC43SC11SC54SC51SC52SC8SC9SC21SC44SC37SC38SC7SD13C15BC16BC17BC18BC19BC20BC55BC57BC10BC22BC56BD12C1BC35BD25C26EC24EC25EC23EC28EC27EC30EC31EC50EC29ED7C13BC14BC12B
15:2:9:1:1:1:3,1700.75,15,2,9,1,1,1,3,53.63,4.00,43.86,2.00,1.00,1.00,2687149.00,S1C2SC49SC36SC4SC53SC44SC31SC30SC29SC28SC25SC50SC41SC39SC40SC16SC8SC9SC51SC52SC56SC21SC11SC54SC13SC14SC12SC15SC37SC38SC1SC35SD33C42EC43EC47EC5EC34EC48EC3EC32EC6EC33ED30C7BC45BC46BD10C24WC26WC27WD29C17BC18BC19BC20BC55BC57BC10BC22BC23B
16:3:7:1:1:1:10,1838.40,16,3,7,1,1,1,10,56.18,5.00,33.33,2.00,3.00,1.00,4747132.00,S1C2SC49SC3SC32SC6SC33SC36SC53SC41SC39SC40SC45SC46SC47SC5SC34SC48SC4SC42SC43SC44SC37SC38SC7SC18SC19SC20SC55SC57SC10SC54SC8SC9SC13SC14SC12SC21SC1SD35C15WC16WC17WD5C26EC25EC23EC28EC27EC30EC31EC50EC29ED4C24BD4C22WC11WD10C52BC51BC56BD1C35W
15:2:9:1:1:1:9,2451.94,15,2,9,1,1,1,9,55.34,3.00,47.37,1.00,2.00,2.00,4351157.00,S1C34SC48SC4SC5SC47SC42SC43SC40SC45SC46SC44SC37SC38SC7SC16SC17SC18SC19SC20SC55SC57SC10SC54SC8SC9SC13SC14SC12SC15SC21SD13C35WD13C50EC31EC30EC29EC28EC27EC26EC24EC25EC23ED3C1EC2EC49EC3EC32EC6EC33EC36EC53EC41EC39ED3C52BC51BC56BD4C22WC11W
15:2:9:1:1:1:6,1712.77,15,2,9,1,1,1,6,55.55,4.00,47.37,2.00,1.00,1.00,3552455.00,S1C2SC49SC4SC42SC43SC50SC24SC26SC25SC27SC1SC44SC40SC7SC16SC8SC9SC51SC52SC56SC21SC11SC54SC13SC14SC12SC15SC37SC38SC35SD34C33WD2C31BC30BC29BC28BD30C45EC46EC47EC5EC34EC48EC3EC32EC6EC36EC53EC41EC39ED29C17BC18BC19BC20BC55BC57BC10BC22BC23B
15:2:9:1:1:1:7,1878.59,15,2,9,1,1,1,7,54.17,4.00,43.86,3.00,2.00,1.00,3899952.00,S1C3SC32SC6SC33SC36SC53SC41SC39SC40SC45SC46SC47SC5SC34SC48SC4SC42SC43SC44SC37SC38SC7SC8SC9SC51SC52SC56SC21SC54SC13SC14SC12SD17C2BC49BD17C15BC16BC17BC18BC19BC20BC55BC57BC10BD13C35WD13C50EC31EC30EC29EC28EC27EC26EC24EC25EC23ED12C1BD6C22WC11W
20:5:6:2:1:1:6,1404.46,20,5,6,2,1,1,6,72.05,8.00,31.58,5.00,3.00,0.00001,3591465.00,S1C3SC32SC6SC33SC4SC5SC34SC48SC25SC23SC1SC47SC42SC43SC53SC41SC39SC40SC45SC46SC44SC37SC7SC15SC8SC9SC51SC52SC10SC22SC55SC57SC20SC21SC11SC54SC14SC12SC19SD19C2BC49BD13C31BC30BC29BC27BD24C13BC56BD23C28BC26BC24BD14C50BD1C35WD31C38WC36WD29C16WC17WC18W
20:5:6:2:1:1:7,1402.63,20,5,6,2,1,1,7,71.74,8.00,29.82,5.00,3.00,0.00001,3846166.00,S1C25SC23SC27SC1SC3SC32SC6SC33SC4SC5SC34SC48SC47SC42SC43SC53SC41SC39SC40SC45SC46SC44SC37SC7SC18SC19SC20SC55SC57SC10SC22SC11SC54SC51SC52SC8SC9SC14SC12SC21SD16C35WD13C31BC30BC29BC28BD11C24BC26BD23C13BC56BD14C50BD19C2BC49BD32C38WC36WD35C15WC16WC17W
20:4:7:1:1:1:10,2049.55,20,4,7,1,1,1,10,70.96,7.00,33.33,3.00,4.00,1.00,4616075.00,S1C3SC32SC6SC33SC36SC53SC41SC39SC40SC45SC46SC47SC5SC34SC48SC4SC42SC43SC44SC37SC38SC7SC15SC8SC9SC51SC52SC56SC10SC54SC55SC57SC20SC21SC13SC14SC12SC19SD16C35BC1BD21C31WD29C16WC17WC18WD27C25EC28EC27EC30EC29EC50EC2EC49ED26C23WD7C24BD4C26BD4C22WC11W
20:5:6:2:1:1:8,1403.06,20,5,6,2,1,1,8,72.74,8.00,31.58,5.00,3.00,0.00001,4180944.00,S1C2SC49SC6SC36SC45SC46SC47SC5SC34SC48SC4SC42SC43SC50SC25SC23SC27SC39SC40SC44SC7SC15SC8SC9SC51SC52SC56SC10SC22SC55SC57SC20SC21SC11SC54SC13SC14SC12SC19SD34C33BC3BC32BD30C41WD16C35WD10C24BC26BD2C31BC30BC29BC28BD1C1BD29C16WC17WC18WD32C38BC37BC53B
20:5:6:2:1:1:9,1474.24,20,5,6,2,1,1,9,75.11,9.00,28.07,5.00,4.00,0.00001,4253715.00,S1C2SC49SC3SC32SC6SC33SC36SC53SC41SC39SC40SC45SC46SC47SC5SC34SC48SC4SC42SC43SC27SC25SC44SC37SC38SC7SC19SC20SC55SC57SC10SC22SC11SC54SC51SC52SC8SC9SC14SC12SC21SD16C24BC26BD17C35WD12C50BD22C13BC56BD7C23WD2C31BC30BC29BC28BD1C1BD35C15WD29C16WC17WC18W
20:11:7:4:1:2:9,7300.12,20,11,7,4,1,2,9,83.16,20.00,35.09,11.00,2.00,7.00,4491364.00,S1C3SC32SC6SC33SC36SC53SC45SC46SC47SC5SC34SC48SC4SC42SC43SC39SC40SC44SC37SC7SC16SC17SC18SC19SC20SC55SC57SC10SC22SC11SC54SC51SC52SC9SC14SC12SC21SD16C50ED17C15BD21C30BD15C49BD30C41WD19C2ED20C31BD22C56WD23C13BD11C25ED25C29ED24C28ED28C23BD26C26BD7C24BD4C27BD1C1BD18C35BD31C38ED29C8E
15:2:9:1:1:1:1,2497.84,15,2,9,1,1,1,1,52.28,4.00,47.37,2.00,1.00,2.00,2273058.00,S1C2SC49SC3SC32SC6SC33SC36SC53SC41SC39SC40SC45SC46SC47SC5SC34SC48SC4SC42SC43SC44SC9SC15SC16SC17SC18SC19SC37SC38SC7SD18C1BD1C35WD7C10EC22EC55EC57EC20EC21EC11EC54EC51EC52EC56EC8ED28C24EC26EC25EC23EC28EC27EC30EC31EC50EC29ED28C13BC14BC12B
9:5:20:1:1:2:2,4757.49,9,5,20,1,1,2,2,33.65,8.00,100.00,1.00,2.00,5.00,2446302.00,S1D34C4EC5EC34EC48EC47EC42EC43EC40EC45ED20C15WC14WC12WD10C35EC13EC11EC54ED8C24WC26WC27WD2C1EC2EC49EC3EC32EC6EC33EC36EC41EC39ED4C25EC23EC28EC30EC31EC50EC29EC10EC22EC55EC57EC20EC21ED35C44EC46EC7EC16EC17EC18EC19EC51EC52EC56EC8EC9ED31C38BC37BC53B
20:6:5:1:1:2:9,4907.13,20,6,5,1,1,2,9,74.74,10.00,26.32,2.00,3.00,5.00,4398973.00,S1C2SC49SC3SC32SC6SC33SC4SC5SC34SC48SC47SC42SC43SC30SC29SC27SC23SC10SC22SC53SC41SC39SC40SC45SC46SC44SC37SC7SC18SC19SC20SC55SC57SC51SC52SC8SC9SC14SC12SC21SC11SC54SD21C31WD11C28BC13BC56BD10C24ED8C35ED2C1ED7C26BD6C25ED12C50ED31C38WC36WD35C15WC16WC17W
9:5:20:1:1:2:3,4784.83,9,5,20,1,1,2,3,33.51,8.00,100.00,1.00,2.00,5.00,2594182.00,S1D16C45EC46EC44EC1EC35EC7EC18EC19EC51EC52EC56ED12C2EC49EC4EC5EC34EC48EC47EC42EC43EC40ED11C54EC8EC9EC13EC14EC12ED28C10BC55BC57BC20BC21BD26C24EC26EC25EC23EC28EC27EC30EC31EC50EC29ED4C22WC11WD35C15WC16WC17WD32C38EC37EC6EC33EC3EC32EC36EC53EC41EC39E
20:6:5:1:1:2:7,4885.83,20,6,5,1,1,2,7,70.50,10.00,24.56,2.00,3.00,5.00,3886644.00,S1C2SC49SC3SC32SC6SC33SC4SC5SC34SC48SC53SC16SC17SC18SC19SC20SC55SC57SC10SC22SC28SC27SC29SC41SC39SC40SC15SC8SC9SC51SC52SC56SC21SC11SC54SC13SC14SC12SC37SC42SC43SC1SC35SD30C7BC45BC46BC47BD35C44ED9C25ED28C23WD27C24ED26C26ED21C31BC30BD13C50ED31C38WD32C36W
9:5:20:1:1:2:1,4681.52,9,5,20,1,1,2,1,32.66,8.00,100.00,0.00001,3.00,5.00,1978036.00,S1D15C35EC44EC46EC7EC16EC17EC18EC19EC8EC9EC13EC14EC12EC15EC56ED33C42EC43EC47EC5EC34EC48EC3EC32EC6EC33EC36EC53EC41EC39ED22C28WD28C10EC22EC55EC57EC20EC21EC11EC54EC51EC52ED7C24EC26EC25EC23EC27EC30EC31EC50EC29ED18C1EC2EC49EC4EC40EC45ED31C37WD32C38W
9:5:20:1:1:2:6,4947.95,9,5,20,1,1,2,6,33.01,9.00,100.00,2.00,3.00,5.00,3453314.00,S1D20C47WC5WC4WD21C50EC31EC30EC29EC28EC27EC26EC24EC25EC23EC10EC22EC55ED9C52BC51BC56BD14C1EC2EC49EC3EC32EC6EC33EC36EC53EC41EC39ED7C57EC20EC21EC54EC8EC9EC13EC14EC12EC15ED5C16BC17BC18BC19BC7BC44BC46BD4C11WD4C35EC34EC48EC42EC43EC40EC45ED27C38WD35C37E
9:5:20:1:1:2:7,4869.18,9,5,20,1,1,2,7,31.50,8.00,100.00,2.00,2.00,5.00,3818549.00,S1D34C33EC3EC32EC6EC36EC53EC41EC39ED21C31BC30BC29BC28BD19C40EC7EC37EC38ED1C1EC2EC49EC4EC5EC34EC48EC47EC42EC43EC50EC24EC26ED2C35WD8C25EC23EC27EC10EC22EC55EC57EC20EC21EC11EC54ED28C51BC52BC56BD26C8EC9EC13EC14EC12EC15EC16EC17EC18EC19EC45EC46ED26C44W
9:5:20:1:1:2:4,4752.82,9,5,20,1,1,2,4,32.11,8.00,100.00,1.00,2.00,5.00,3064256.00,S1D16C50EC31EC30EC29EC28EC27EC26EC24EC25EC23ED10C11WD22C10EC54EC55EC57EC20EC21EC51EC52EC56EC8EC9ED28C22WD4C35EC34EC48EC4EC5EC47EC42EC43EC40EC45ED2C1BD20C2EC49EC3EC32EC6EC33EC36EC53EC41EC39ED30C44EC46EC37EC38EC7EC16EC17EC18EC19EC13EC14EC12EC15E
9:5:20:1:1:2:5,4788.64,9,5,20,1,1,2,5,31.27,8.00,100.00,1.00,3.00,5.00,3214183.00,S1D24C13BC56BD22C2EC49EC3EC32EC6EC33EC36EC53EC41EC39ED8C24EC26EC25EC23EC28EC27EC30EC31EC50EC29ED2C1EC34EC48EC4EC5EC47EC42EC43ED1C35WD27C22WC11WD29C16WC17WC18WD29C8EC9EC51EC52EC10EC54EC55EC57EC20EC21EC15ED32C38EC37EC40EC45EC46EC44EC7EC19EC14EC12E
16:5:13:2:1:1:2,2200.21,16,5,13,2,1,1,2,56.07,8.00,64.91,5.00,4.00,1.00,2475779.00,S1C3SC32SC6SC33SC42SC43SC34SC48SC41SC40SC45SC46SC54SC9SC13SC19SC44SC37SC7SC1SD33C53BC39BD20C47WC5WC4WD20C15BC14BC12BC8BD15C2BC49BD13C35WD9C24EC26EC25EC23EC28EC27EC30EC31EC50EC29ED9C52BC51BC56BD27C10BC22BC55BC57BC20BC21BC11BD29C16WC17WC18WD31C38WC36W
16:5:13:2:1:1:3,2166.08,16,5,13,2,1,1,3,57.59,9.00,63.16,5.00,3.00,1.00,2565288.00,S1C1SC33SC4SC5SC34SC48SC47SC42SC43SC53SC41SC39SC40SC45SC46SC44SC37SC7SC15SC11SC54SD16C35WD12C31BC30BC29BC28BD11C25EC23EC50EC2EC49EC3EC32EC6ED10C24WC26WC27WD22C52BC51BD23C8BC9BD24C12BC16BC17BC18BC19BC20BC55BC57BC21BD5C10BC22BC56BC13BC14BD31C38WC36W
9:5:20:1:1:2:8,4806.46,9,5,20,1,1,2,8,32.51,8.00,100.00,1.00,3.00,5.00,3976391.00,S1D24C40EC37EC38ED22C28EC27EC26EC24EC25EC23EC30EC31EC50EC29ED25C55EC57EC20EC21EC11EC54EC51EC52EC8EC9EC15ED10C12WC16WD27C10BC22BC56BC13BC14BD4C1EC2EC49EC3EC32EC6EC33EC36EC53EC41EC39ED4C18WC17WC19WC7WC44WD2C35WD35C45EC46EC47EC5EC34EC48EC4EC42EC43E
11:7:20:3:2:1:1,4086.30,11,7,20,3,2,1,1,38.50,12.00,100.00,8.00,5.00,3.00,2108844.00,S1D16C35WD17C2BC49BD17C15BC16BC8BD21C3EC32EC6EC33EC41EC40EC44ED22C52BC51BD23C28EC27EC26EC24EC25EC23EC30EC31EC50EC29ED23C13BC14BC12BD4C11WD18C1BD20C5WC4WD20C34EC48EC42EC43EC37EC21EC54ED33C53BC39BD30C7BC45BC46BC47BD29C17BC18BC19BC20BC55BC57BC10BC22BC56BD29C9WD31C38WC36W
16:5:13:2:1:1:6,2185.17,16,5,13,2,1,1,6,58.58,9.00,63.16,5.00,3.00,1.00,3521186.00,S1C54SC51SC52SC56SC8SC9SC13SC14SC12SC21SC45SC46SC42SC43SC53SC41SC40SC44SC37SC38SC7SD17C31BC30BC29BC28BD13C1BC35BC34BD12C15BC16BC17BC18BC19BC20BC55BC57BC10BD11C25EC27EC50EC2EC49EC3EC32EC6EC36ED3C23WD4C24BC26BD27C22WC11WD34C33WD19C48BC4BC5BC47BC39B
16:5:13:2:1:1:7,2256.39,16,5,13,2,1,1,7,57.49,9.00,63.16,7.00,1.00,1.00,3725581.00,S1C3SC32SC6SC33SC4SC5SC34SC48SC40SC44SC7SC8SC9SC51SC52SC21SC11SC54SC13SC14SC12SD16C35BC1BD17C42BC43BD13C15BC16BC17BC18BC19BC20BC55BC57BC10BC22BC56BD19C2BC49BD33C53BC39BD35C45BC46BC47BD31C36WD32C38BC37BC41BD26C24EC26EC25EC23EC28EC27EC30EC31EC50EC29E
17:7:14:1:1:3:8,7338.99,17,7,14,1,1,3,8,59.76,13.00,68.42,3.00,4.00,8.00,3981180.00,S1C4SC5SC44SC46SC42SC43SC40SC7SC8SC9SC51SC52SC21SC11SC54SC13SC14SC12SD20C47WD20C31ED11C27EC30EC29EC3EC32EC6EC33EC36EC53EC41EC39ED8C24WD3C26EC25ED4C23WD2C28ED14C1ED14C35ED18C34WC48WD13C50ED19C2BC49BD30C45ED35C15BC16BC17BC18BC19BC20BC55BC57BC10BC22BC56BD31C38BC37B
16:5:13:2:1:1:4,2150.68,16,5,13,2,1,1,4,57.25,9.00,63.16,5.00,3.00,1.00,2982206.00,S1C2SC49SC44SC25SC40SC7SC8SC9SC51SC52SC56SC10SC22SC57SC21SC11SC54SC13SC14SC12SC37SD34C33BC3BC32BD30C41WD20C31BC30BC29BC27BD23C28BC26BC24BD5C23WD1C1BC35BD17C50BC15BC16BC17BC18BC19BC20BC55BD35C45EC46EC47EC5EC34EC48EC6EC4EC42EC43EC53EC39ED31C38WC36W
14:14:17:3:2:6:5,14250.02,14,14,17,3,2,6,5,50.68,25.00,84.21,9.00,7.00,16.00,3189663.00,S1C15SC17SC18SC19SC20SC21SC9SC14SC12SD16C40ED16C29EC28EC27EC2EC49EC3EC32EC6EC33EC4EC5EC34EC48EC47ED17C35WD13C50ED21C31BC30BD15C53ED34C16ED30C44WD30C45ED30C7BD31C43ED31C38WD32C37BD32C36WD19C41EC39ED24C13BD23C57ED11C54ED10C56BC51BD9C52BD3C24ED3C8BD7C11WD6C55ED5C10ED25C26BD28C23WD27C25ED26C22WD14C46ED1C1BD1C42E
16:5:13:2:1:1:5,2106.06,16,5,13,2,1,1,5,58.04,8.00,63.16,5.00,2.00,1.00,3381103.00,S1C25SC53SC41SC39SC40SC45SC46SC44SC37SC7SC8SC9SC51SC52SC56SC21SC11SC54SC13SC14SC12SD12C31BC30BC29BC28BD10C27WD26C24BC26BD14C50BC15BC16BD1C2EC49EC3EC32EC6EC33EC4EC5EC34EC48EC47EC42EC43ED18C1BC35BD32C38WC36WD29C17BC18BC19BC20BC55BC57BC10BC22BC23B
17:3:6:1:1:1:3,3968.95,17,3,6,1,1,1,3,60.79,6.00,31.58,2.00,0.00001,4.00,2687429.00,S1C49SC3SC32SC6SC33SC36SC53SC41SC39SC40SC45SC46SC47SC5SC34SC48SC4SC42SC43SC44SC10SC22SC55SC57SC20SC21SC11SC54SC8SC9SC15SC16SC17SC18SC19SC37SC38SC7SC35SD11C52BC51BC56BD10C24ED9C1ED25C2ED23C13BC14BC12BD6C26EC25EC23EC28EC27EC30EC31EC50EC29E
17:3:6:1:1:1:4,1160.50,17,3,6,1,1,1,4,59.67,6.00,28.07,3.00,3.00,0.00001,3056757.00,S1C50SC31SC30SC29SC25SC23SC10SC22SC55SC57SC20SC21SC11SC54SC51SC52SC8SC9SC14SC12SC18SC19SC44SC42SC43SC5SC34SC48SC3SC32SC6SC33SC36SC53SC4SC41SC39SC40SC37SC38SC1SD16C35WD23C28BC13BC56BD10C24WC26WC27WD30C7BC45BC46BC47BD35C15WC16WC17WD19C2BC49B
16:5:13:2:1:1:8,2209.41,16,5,13,2,1,1,8,57.31,9.00,63.16,6.00,2.00,1.00,4196166.00,S1C3SC32SC6SC33SC36SC53SC41SC39SC40SC45SC46SC42SC43SC34SC48SC44SC37SC38SC7SC54SC21SD17C1BC35BD10C24EC26EC25EC23EC28EC27EC30EC31EC50EC29ED8C52BC51BC56BD14C2BC49BD20C47WC5WC4WD22C13BC14BC12BD35C15BC16BC17BC18BC19BC20BC55BC57BC10BC22BD29C8BC9BD4C11W
17:3:6:1:1:1:5,1014.43,17,3,6,1,1,1,5,61.41,5.00,31.58,1.00,4.00,0.00001,3307644.00,S1C2SC49SC3SC32SC6SC33SC53SC41SC39SC40SC45SC46SC42SC43SC31SC30SC29SC28SC25SC1SC50SC34SC48SC44SC37SC7SC16SC8SC9SC51SC52SC56SC21SC11SC54SC13SC14SC12SC15SD20C47WC5WC4WD3C24WC26WC27WD1C35WD32C38WC36WD29C17BC18BC19BC20BC55BC57BC10BC22BC23B
16:5:13:2:1:1:9,2281.35,16,5,13,2,1,1,9,56.94,8.00,64.91,7.00,1.00,1.00,4309389.00,S1C34SC48SC4SC5SC47SC42SC43SC40SC45SC46SC44SC7SC9SC51SC52SC21SC54SC13SC14SC12SD16C15BC16BC8BD19C33BC36BC38BC37BC41BD33C53BC39BD29C17BC18BC19BC20BC55BC57BC10BC22BC56BD26C24EC26EC25EC23EC28EC27EC30EC31EC50EC29ED26C11WD2C3BC32BC6BD14C35BC2BC49BD1C1B
17:3:6:1:1:1:6,1066.77,17,3,6,1,1,1,6,62.36,5.00,29.82,2.00,3.00,0.00001,3542635.00,S1C2SC49SC3SC32SC6SC33SC36SC53SC41SC39SC40SC45SC46SC47SC5SC34SC48SC4SC42SC43SC50SC30SC29SC28SC25SC11SC54SC51SC52SC56SC8SC9SC13SC14SC12SC21SC44SC37SC38SC7SD21C31WD10C24WC26WC27WD27C23WD35C15BC16BC17BC18BC19BC20BC55BC57BC10BC22BD1C1BC35B
14:6:15:1:1:2:3,5047.27,14,6,15,1,1,2,3,51.07,10.00,73.68,4.00,1.00,5.00,2754780.00,S1C8SC9SC51SC52SC56SC10SC22SC55SC57SC21SC11SC54SC13SC14SC12SD15C2BC49BD13C35BD21C34EC48EC4EC5EC47EC42EC43EC53EC41EC39ED11C24BD6C26ED3C25EC23EC27EC50EC3EC32EC6EC33EC36ED2C31BC30BC29BC28BD1C1ED18C15WD31C38EC37EC40EC45EC46EC44EC7EC16EC17EC18EC19EC20E
17:3:6:1:1:1:7,1750.17,17,3,6,1,1,1,7,61.97,5.00,28.07,1.00,3.00,1.00,3838720.00,S1C3SC32SC6SC33SC36SC53SC41SC39SC40SC45SC46SC47SC5SC34SC48SC4SC42SC43SC44SC37SC38SC7SC18SC19SC20SC55SC57SC10SC22SC11SC54SC51SC52SC56SC8SC9SC13SC14SC12SC21SC1SD35C15WC16WC17WD6C24BC26BD7C25EC28EC27EC30EC31EC50EC29EC2EC49ED26C23WD1C35W
14:6:15:1:1:2:4,4909.64,14,6,15,1,1,2,4,52.09,10.00,75.44,2.00,3.00,5.00,2871725.00,S1C35SC44SC42SC43SC40SC16SC17SC18SC19SC13SC14SC12SC15SC37SD20C47WC5WC4WD25C26ED28C10EC22EC55EC57EC20EC21EC11EC54EC51EC52EC56EC8ED27C9ED7C24EC25EC23EC27EC50EC2EC49EC3EC32ED2C31BC30BC29BC28BD19C34WC48WD18C1EC33EC6EC53EC41EC39ED30C7BC45BC46BD31C38WC36W
17:3:6:1:1:1:8,1675.81,17,3,6,1,1,1,8,60.45,5.00,29.82,0.00001,4.00,1.00,4232436.00,S1C2SC49SC3SC32SC6SC33SC36SC53SC45SC46SC42SC43SC34SC48SC1SC39SC40SC44SC37SC38SC7SC16SC17SC18SC19SC20SC55SC57SC10SC54SC51SC52SC56SC8SC9SC13SC14SC12SC15SC21SD30C41WD20C47WC5WC4WD12C50EC31EC30EC29EC28EC27EC26EC24EC25EC23ED5C22WC11WD1C35W
17:3:6:1:1:1:9,1841.28,17,3,6,1,1,1,9,59.40,6.00,29.82,2.00,3.00,1.00,4255634.00,S1C3SC32SC6SC33SC36SC53SC41SC39SC40SC45SC46SC47SC5SC34SC48SC4SC42SC43SC44SC37SC38SC7SC16SC17SC18SC19SC20SC55SC57SC10SC54SC51SC52SC56SC8SC9SC13SC14SC12SC21SD16C50EC31EC30EC29EC28EC25EC2EC49ED13C15BD21C35BC1BD26C23WD7C22WC11WD10C24WC26WC27W
19:3:9:1:1:1:8,1248.65,19,3,9,1,1,1,8,68.06,6.00,43.86,3.00,4.00,0.00001,4141627.00,S1C2SC49SC6SC41SC40SC45SC46SC42SC43SC31SC30SC29SC28SC25SC1SC50SC34SC48SC35SC44SC7SC8SC9SC51SC52SC56SC21SC11SC54SC13SC14SC12SD34C33BC3BC32BD20C47WC5WC4WD26C23WD4C24WC26WC27WD35C15BC16BC17BC18BC19BC20BC55BC57BC10BC22BD31C38WC36WD31C37BC53BC39B
19:3:9:1:1:1:7,1874.32,19,3,9,1,1,1,7,68.96,6.00,45.61,2.00,3.00,1.00,3691810.00,S1C50SC53SC41SC39SC40SC45SC46SC44SC37SC7SC19SC20SC55SC57SC10SC22SC25SC23SC1SC35SC8SC9SC51SC52SC56SC21SC11SC54SC13SC14SC12SD15C2BC49BD34C33EC3EC32EC6EC4EC5EC34EC48EC47EC42EC43EC31EC30EC29EC28EC27ED31C38WC36WD35C15WD4C24BC26BD29C16WC17WC18W
19:3:9:1:1:1:6,1751.81,19,3,9,1,1,1,6,67.91,5.00,43.86,1.00,3.00,1.00,3601954.00,S1C2SC49SC4SC50SC25SC10SC22SC55SC57SC20SC21SC11SC54SC51SC52SC56SC8SC9SC13SC14SC12SC18SC19SC45SC46SC40SC44SC37SC38SC7SC1SC35SD33C42EC43EC47EC5EC34EC48EC3EC32EC6EC33EC36EC53EC41EC39ED21C31BC30BC29BC28BD25C26WC27WC24WD26C23WD35C15WC16WC17W
19:3:9:1:1:1:5,1855.51,19,3,9,1,1,1,5,68.85,6.00,45.61,2.00,3.00,1.00,3384450.00,S1C2SC49SC4SC50SC25SC10SC22SC55SC57SC20SC21SC11SC54SC51SC52SC56SC8SC9SC13SC14SC12SC15SC46SC40SC45SC44SC37SC7SC19SC1SC35SD33C42EC43EC47EC5EC34EC48EC3EC32EC6EC33EC36EC53EC41EC39ED12C31BC30BC29BC28BD10C24WC26WC27WD27C23BD29C16WC17WC18WD31C38W
20:5:11:1:2:1:7,1991.57,20,5,11,1,2,1,7,71.28,8.00,52.63,2.00,5.00,1.00,3781852.00,S1C29SC25SC4SC5SC42SC43SC40SC45SC46SC44SC37SC38SC7SC15SC8SC9SC51SC52SC10SC54SC55SC57SC20SC21SC14SC12SC19SD16C35BC50BC31BC30BD22C28BC13BC56BD10C24WC26WC27WD28C22WC11WD7C23WD2C1EC2EC49EC3EC32EC6EC33EC36EC53EC41EC39ED18C34WC48WC47WD29C16WC17WC18W
19:3:9:1:1:1:9,1876.48,19,3,9,1,1,1,9,67.54,6.00,43.86,2.00,3.00,1.00,4256021.00,S1C2SC49SC3SC32SC6SC33SC4SC5SC34SC48SC47SC42SC43SC53SC41SC39SC40SC45SC46SC54SC51SC52SC56SC8SC9SC13SC14SC12SC21SC44SC37SC7SD17C15BC16BC17BC18BC19BC20BC55BC57BC10BD27C23WD26C22WC11WD4C24EC26EC25EC28EC27EC30EC31EC50EC29ED2C1BC35BD32C38WC36W
13:5:15:2:1:1:4,2808.41,13,5,15,2,1,1,4,46.66,8.00,77.19,5.00,1.00,2.00,2917462.00,S1C2SC49SC6SC36SC53SC39SC40SC42SC43SC4SC48SC37SC38SD34C33BC3BC32BD35C15BC16BC17BC18BC19BC20BC55BC57BC21BD1C1BC35BD3C52BC51BD6C10BC22BC56BC13BC14BD5C11EC54EC8EC9EC12EC45EC46EC47EC5EC34ED12C50EC31EC30EC29EC28EC27EC26EC24EC25EC23ED29C7WC44WC41W
13:5:15:2:1:1:3,2786.83,13,5,15,2,1,1,3,45.80,8.00,75.44,5.00,1.00,2.00,2794419.00,S1C4SC42SC43SC44SC40SC7SC8SC9SC13SC14SC12SC21SC11SC54SD16C35BC1BD11C52BC51BC56BD10C27WD9C24BC26BD3C25EC23EC28EC30EC31EC50EC29EC2EC49ED14C15BC16BC17BC18BC19BC20BC55BC57BC10BC22BD30C45EC46EC47EC5EC34EC48EC3EC32EC6EC33EC36EC53EC41ED32C38BC37BC39B
