key,dist,emissions,MicroDepots,byMD,Bikes,Walkers,EVs,time,ActualEmissions,ActualMD,ActualByMD,ActualBikes,ActualWalkers,ActualEVs,ActualTime,sol
11:2:12:1:1:1:5,3038.16,11,2,12,1,1,1,5,39.22,3.00,57.89,0.00001,1.00,3.00,3356217.00,S1C44SC46SC37SC38SC7SC16SC17SC18SC19SC20SC55SC57SC51SC52SC56SC8SC9SC13SC14SC12SC15SC21SC11SC54SD6C25EC23EC28EC30EC31EC50EC29EC10EC22ED4C24WC26WC27WD14C1EC2EC49EC3EC32EC6EC33EC36EC53EC41EC39ED14C35EC34EC48EC4EC5EC47EC42EC43EC40EC45E
11:2:12:1:1:1:4,3043.33,11,2,12,1,1,1,4,40.36,4.00,59.65,0.00001,1.00,3.00,3015456.00,S1C44SC46SC37SC38SC7SC16SC17SC18SC19SC20SC57SC51SC52SC56SC8SC9SC13SC14SC12SC15SC21SC11SC54SD16C50EC31EC30EC29EC28EC27EC26EC24EC25EC23EC10EC22EC55ED34C33WD14C35EC34EC48EC4EC5EC47EC42EC43EC40EC45ED1C1EC2EC49EC3EC32EC6EC36EC53EC41EC39E
19:5:11:1:1:2:9,4834.91,19,5,11,1,1,2,9,69.24,8.00,54.39,2.00,1.00,5.00,4250218.00,S1C34SC48SC4SC5SC47SC42SC43SC40SC45SC46SC44SC37SC38SC7SC16SC8SC9SC51SC52SC21SC11SC54SC13SC14SC12SC15SD16C35WD21C3EC32EC6EC33EC36EC53EC41EC39ED29C17BC18BC19BC20BC55BC57BC10BC22BC56BD6C26ED4C25EC23EC28EC27EC30EC29EC50EC2EC49ED2C31BD14C1ED26C24E
19:5:11:1:1:2:6,4930.70,19,5,11,1,1,2,6,66.70,8.00,54.39,3.00,1.00,5.00,3571757.00,S1C4SC5SC48SC47SC42SC43SC53SC41SC39SC40SC45SC46SC1SC35SC44SC37SC38SC7SC16SC17SC18SC19SC13SC14SC12SC15SD34C33BC3BC32BD13C31EC30EC29EC28EC27EC25EC2EC49EC6EC36ED12C50ED24C34ED24C10EC22EC55EC57EC20EC21EC11EC54EC8EC9ED25C26WD27C23BD7C24ED8C52BC51BC56B
16:5:16:1:1:2:10,5615.36,16,5,16,1,1,2,10,56.95,8.00,78.95,1.00,3.00,6.00,4655209.00,S1C34SC48SC4SC5SC42SC43SC40SC45SC46SC44SC37SC7SD32C38WD6C26BD7C24ED3C51EC52EC56EC8EC9EC13EC14EC12EC15EC16EC17EC18EC19ED4C28EC27EC30EC31EC50EC29EC10EC22EC55EC57EC20EC21EC11EC54ED2C25ED14C1ED14C35EC2EC49EC3EC32EC6EC33EC36EC53EC41EC39ED26C47WD26C23W
19:5:11:1:1:2:7,4789.60,19,5,11,1,1,2,7,67.03,8.00,54.39,1.00,2.00,5.00,3788850.00,S1C34SC48SC4SC5SC47SC42SC43SC40SC45SC46SC52SC56SC8SC9SC13SC14SC12SC15SC16SC17SC18SC19SC44SC37SC38SC7SD18C1BC35BD14C2EC49EC3EC32EC6EC33EC36EC53EC41EC39ED9C51ED8C24ED7C23WD4C27WC26WD28C28EC30EC31EC50EC29EC10EC22EC55EC57EC20EC21EC11EC54ED11C25E
19:5:11:1:1:2:8,4779.68,19,5,11,1,1,2,8,66.88,8.00,52.63,1.00,2.00,5.00,4027534.00,S1C10SC22SC47SC42SC43SC40SC45SC46SC44SC37SC7SC18SC19SC20SC55SC57SC51SC52SC56SC8SC9SC13SC14SC12SC21SC11SC54SD13C5ED23C28EC27EC26EC25EC23EC30EC29EC50EC34EC48EC4ED26C24ED2C31BD14C35ED18C1EC2EC49EC3EC32EC6EC33EC36EC53EC41EC39ED31C38WD35C15WC16WC17W
16:6:16:1:2:1:7,2979.00,16,6,16,1,2,1,7,57.48,11.00,80.70,4.00,5.00,2.00,3935635.00,S1C54SC8SC9SC13SC14SC12SC21SC45SC44SC40SC7SD16C35WD8C24WC26WC27WD3C52BC51BC56BD6C11WD5C1EC3EC32EC6EC33EC36EC42EC43EC47EC5EC34EC48EC4EC39ED4C25EC28EC30EC31EC50EC29EC2EC49ED2C46BD26C23WD30C41WD35C15BC16BC17BC18BC19BC20BC55BC57BC10BC22BD32C38BC37BC53B
16:6:16:1:2:1:8,2974.86,16,6,16,1,2,1,8,57.11,11.00,78.95,4.00,5.00,2.00,4106267.00,S1C54SC8SC9SC13SC14SC12SC21SC45SC42SC43SC7SC40SD16C35WC34WD8C24WC26WC27WD3C52BC51BC56BD6C11WD5C25EC28EC30EC31EC50EC29EC2EC49ED4C1EC3EC32EC6EC33EC36EC41EC39ED2C46BC47BC5BC48BC4BD26C23WD30C44WD35C15BC16BC17BC18BC19BC20BC55BC57BC10BC22BD32C38BC37BC53B
17:14:15:4:2:5:7,13534.82,17,14,15,4,2,5,7,59.60,24.00,77.19,10.00,6.00,15.00,3745420.00,S1C16SC17SC18SC19SC20SC21SC54SC51SC8SC9SC15SC14SC12SD16C48EC4EC5EC47EC42EC43EC53EC39EC40ED16C32ED17C35WD13C50ED21C31BC30BD15C2ED19C49EC3ED30C41WD30C7BD30C44EC46ED35C45ED31C6ED31C38WD32C36WD32C37BD1C1BD1C33ED14C34ED9C52BD10C10BC22BD10C11WD8C24BD3C55ED7C27BC13BD5C29ED4C56BD25C26BD11C57ED28C23WD27C25ED26C28E
17:14:15:4:2:5:6,13587.12,17,14,15,4,2,5,6,59.92,24.00,75.44,10.00,7.00,15.00,3464701.00,S1C7SC16SC17SC18SC19SC20SC57SC21SC54SC8SC9SC14SC12SC46SD16C5EC47EC42EC43EC53EC39EC40EC44ED16C34ED17C35WD13C50ED21C31BC30BD15C2ED19C49EC3ED30C41WD30C45ED24C13BD22C4ED23C32ED11C55ED10C56BC51BD9C52BD3C24ED3C10BD6C29ED5C28BD5C22WC11WD25C26BD28C23WD27C25ED26C27WD14C48ED14C15BD1C1BD1C33BD31C6ED31C38WD32C37ED32C36W
15:2:13:2:1:1:4,2042.18,15,2,13,2,1,1,4,55.08,4.00,66.67,5.00,1.00,1.00,2860195.00,S1C42SC43SC40SC45SC46SC25SC44SC37SC38SC7SC8SC9SC51SC52SC21SC11SC54SC14SC12SD17C50EC2EC49EC3EC32EC6EC33EC36EC53EC41EC39ED17C31BC30BC29BC28BD17C15BC16BC17BC18BC19BC20BC55BC57BC10BC22BC23BD15C34BC48BC4BC5BC47BD24C27WC26WC24WD24C13BC56BD1C1BC35B
17:6:13:1:1:1:6,4265.97,17,6,13,1,1,1,6,61.85,10.00,64.91,3.00,3.00,4.00,3464866.00,S1C4SC5SC42SC43SC40SC45SC46SC44SC37SC38SC7SC16SC8SC9SC13SC14SC12SC15SC21SC54SD16C35WD17C49EC3EC32EC6EC33EC36EC53EC41EC39ED11C52BC51BD25C25EC23EC28EC27EC30EC31EC50EC29EC2ED6C11WD7C24ED4C26BD14C1ED34C34WC48WC47WD29C17BC18BC19BC20BC55BC57BC10BC22BC56B
17:13:18:3:3:4:6,9805.46,17,13,18,3,3,4,6,62.65,22.00,89.47,9.00,9.00,10.00,3577176.00,S1C4SC5SC37SC42SC43SC7SD16C50BD17C30BD12C31BD15C47BD34C6WD19C34WC48WD20C36EC53EC41EC39EC40EC45EC46ED22C32ED23C56WD23C13BD25C27WD10C55EC57ED8C54EC51EC8EC9EC15EC16EC17EC18EC19EC20EC21EC14EC12EC44ED2C49WD14C1ED1C2ED1C33ED18C35ED18C3BD24C29ED24C28BC26BC24BD24C52WD6C23WD5C22WD5C10BD28C25ED26C11BD32C38W
20:13:13:4:1:5:11,13501.54,20,13,13,4,1,5,11,72.96,23.00,63.16,11.00,3.00,15.00,4858800.00,S1C4SC5SC47SC42SC43SC46SC40SC16SC17SC18SC19SC20SC21SC54SC51SC56SC8SC9SC15SC14SC12SD16C33ED17C31WD13C50ED15C2EC49ED19C3EC32ED33C39BD30C41WD30C7BD30C44WD35C45ED31C53BD32C6ED32C38BC37BD18C48EC36ED1C1BD1C35ED14C34ED9C52BD8C29BD3C22ED4C55EC57ED4C13BD5C30ED5C10BD25C26BC24BD11C11ED28C23BD27C25EC28ED26C27E
11:2:12:1:1:1:1,2971.09,11,2,12,1,1,1,1,40.76,3.00,57.89,0.00001,0.00001,3.00,2275038.00,S1C1SC7SC16SC17SC18SC19SC20SC55SC57SC10SC22SC11SC54SC51SC52SC56SC8SC9SC13SC14SC12SC15SC21SC35SD16C2EC49EC4EC42EC43EC39EC40EC44EC37EC38ED3C24EC26EC25EC23EC28EC27EC30EC31EC50EC29ED30C45EC46EC47EC5EC34EC48EC3EC32EC6EC33EC36EC53EC41E
17:6:13:1:1:1:7,4251.41,17,6,13,1,1,1,7,60.47,10.00,66.67,3.00,3.00,4.00,3772150.00,S1C4SC5SC34SC48SC47SC42SC43SC45SC46SC44SC37SC38SC7SC18SC19SC9SC13SC14SC12SD17C31EC30EC29EC27EC26EC25EC23EC50ED24C28BD22C2EC49EC6EC36EC53EC41EC39EC40ED11C24ED3C22WD4C10EC11EC54EC55EC57EC20EC21EC51EC52EC56EC8ED2C35WD1C1BD34C33BC3BC32BD35C15WC16WC17W
19:3:4:2:1:1:7,1297.17,19,3,4,2,1,1,7,69.72,6.00,19.30,5.00,1.00,0.00001,3870466.00,S1C2SC49SC3SC32SC6SC33SC36SC53SC41SC39SC40SC45SC46SC47SC5SC34SC48SC4SC42SC43SC29SC27SC25SC10SC22SC55SC57SC20SC21SC11SC54SC51SC52SC8SC9SC15SC16SC17SC18SC19SC14SC12SC44SC37SC38SC7SD16C50BC31BC30BD24C28BC13BC56BD6C26BD5C24BD26C23WD1C1BC35B
19:3:4:2:1:1:6,1245.76,19,3,4,2,1,1,6,69.54,5.00,19.30,5.00,0.00001,0.00001,3630298.00,S1C2SC49SC3SC32SC6SC33SC36SC53SC41SC39SC40SC45SC46SC47SC5SC34SC48SC4SC42SC43SC50SC25SC23SC10SC22SC55SC57SC20SC21SC11SC54SC51SC52SC8SC9SC15SC16SC17SC18SC19SC14SC12SC44SC37SC38SC7SD13C31BC30BC29BC27BD16C35BC1BD24C28BC13BC56BD8C26BD5C24B
16:15:17:3:2:6:6,14195.34,16,15,17,3,2,6,6,59.23,26.00,85.96,9.00,6.00,16.00,3528166.00,S1C53SC7SC46SC42SC43SC41SC39SC40SD16C34ED17C35WD13C50ED21C31BD15C2ED20C47WC5WD22C4ED23C32ED11C55ED10C56BC51BD9C52BD3C24ED3C10BD6C29ED5C30BD25C26EC25ED24C13BD28C23WD27C28ED26C27WD14C48ED14C15BD1C1BD1C33BD19C49EC3ED30C45ED29C8EC9EC57EC20EC21EC22EC11EC54EC16EC17EC18EC19EC14EC12EC44ED31C6ED31C38WD32C37ED32C36W
13:4:14:1:1:1:1,2600.86,13,4,14,1,1,1,1,45.85,7.00,71.93,2.00,3.00,2.00,1999466.00,S1C53SC41SC39SC40SC45SC46SC44SC37SC7SC8SC9SC51SC52SC21SC11SC54SD16C50EC31EC30EC29EC28EC25EC23EC2EC49ED17C15BC16BC17BC18BC19BC20BC55BC57BC10BC22BC56BD9C24WC26WC27WD7C13BC14BC12BD5C1EC3EC32EC6EC33EC4EC5EC34EC48EC47EC42EC43ED1C35WD32C38WC36W
15:6:18:2:1:2:7,5160.63,15,6,18,2,1,2,7,52.88,11.00,87.72,5.00,1.00,5.00,3804273.00,S1C42SC43SC40SC45SC46SC44SC7SD20C47WC5WC4WD12C2ED9C24EC26EC25EC23EC28EC27EC30EC31EC50EC29ED3C52BC51BD7C10ED4C1EC49EC3EC32EC6EC33EC36EC41ED2C35BD18C34BC48BC38BC37BD33C53BC39BD28C55EC57EC20EC21EC22EC11EC54EC8EC9EC15EC16EC17EC18EC19EC14EC12ED26C13BC56B
13:4:14:1:1:1:3,2574.88,13,4,14,1,1,1,3,47.89,7.00,70.18,2.00,3.00,2.00,2684557.00,S1C11SC54SC51SC52SC8SC9SC13SC14SC12SC21SC44SC53SC41SC39SC40SC7SC1SD20C15BC16BC17BC18BC19BC20BC55BC57BC10BC22BC56BD21C50EC31EC30EC29EC28EC27EC26EC24EC25ED13C35WD27C23WD19C2BC49BC37BD35C45EC46EC47EC5EC34EC48EC3EC32EC6EC33EC4EC42EC43ED31C38WC36W
13:4:14:1:1:1:2,2681.17,13,4,14,1,1,1,2,47.33,7.00,68.42,4.00,1.00,2.00,2552870.00,S1C11SC54SC8SC9SC13SC14SC12SC21SC44SC42SC43SC5SC34SC48SC4SC37SC38SC40SD17C15BC16BC17BC18BC19BC20BC55BC57BC10BC22BC56BD24C2EC49EC3EC32EC6EC33EC36EC53EC41EC39ED11C24EC26EC25EC28EC27EC30EC31EC50EC29ED25C52BC51BD6C23WD30C7BC45BC46BC47BD1C1BC35B
20:9:8:2:1:3:10,7574.24,20,9,8,2,1,3,10,84.53,15.00,38.60,5.00,4.00,8.00,4547034.00,S1C33SC32SC6SC36SC53SC41SC39SC40SC45SC46SC47SC5SC34SC48SC4SC42SC43SC44SC37SC7SC15SC8SC9SC51SC10SC22SC55SC57SC20SC21SC11SC54SC14SC12SC19SD19C2BC49BD15C3ED20C31ED21C35BD22C56WD22C13BD23C27ED11C24ED9C52BD25C26WD24C28ED7C30EC29ED4C25ED4C23WD18C1EC50ED32C38BD29C16WC17WC18W
13:5:15:1:1:3:6,6927.83,13,5,15,1,1,3,6,48.47,9.00,77.19,1.00,0.00001,8.00,3411980.00,S1C15SC8SC9SC51SC52SC56SC22SC11SC54SC21SC13SC14SC12SD20C31EC30EC29EC28EC27EC25EC23EC50EC2ED11C55ED25C26BC24BD6C10ED3C35ED1C1ED12C49ED30C45EC46EC47EC5EC34EC48EC3EC32EC6EC33EC36EC53EC41ED32C38EC37EC4EC42EC43EC39EC40EC44EC7EC16EC17EC18EC19EC20EC57E
12:4:17:1:2:1:6,3375.04,12,4,17,1,2,1,6,43.26,7.00,84.21,1.00,5.00,3.00,3472564.00,S1C8SC9SC51SC52SC56SC13SC14SC12SC1SD16C25EC23EC10EC22EC55EC57EC20EC21EC11EC54ED12C50EC2EC49EC4EC42EC43EC39EC40EC44ED12C35WD34C37WC7WC18WC19WD35C45EC46EC47EC5EC34EC48EC3EC32EC6EC33EC36EC53EC41ED35C15WC16WC17WD32C38WD14C31BC30BC29BC28BD4C24WC26WC27W
14:3:16:1:1:1:1,3315.81,14,3,16,1,1,1,1,50.67,6.00,78.95,3.00,0.00001,3.00,2218609.00,S1C2SC49SC4SC42SC43SC1SC35SC40SC45SC46SC44SC7SD20C47BC5BC34BC48BC3BD21C50EC31EC30EC29EC28EC27EC26EC24EC25EC23ED23C13BC56BD10C52BC51BC10BC22BD7C55EC57EC20EC21EC11EC54EC8EC9EC15EC16EC17EC18EC19EC14EC12ED31C38EC37EC6EC33EC32EC36EC53EC41EC39E
16:4:12:1:1:1:10,2014.21,16,4,12,1,1,1,10,56.11,7.00,57.89,4.00,2.00,1.00,4773648.00,S1C6SC36SC53SC41SC39SC40SC45SC42SC43SC4SC44SC37SC38SC7SC8SC9SC51SC52SC21SC11SC54SC13SC14SC12SD16C50BC31BC30BD17C46BC47BC5BC34BC48BD19C33WD26C25EC23EC28EC29EC2EC49EC3EC32ED4C24WC26WC27WD2C15BC16BC17BC18BC19BC20BC55BC57BC10BC22BC56BD1C1BC35B
6:3:19:1:1:2:1,5321.55,6,3,19,1,1,2,1,21.62,6.00,92.98,1.00,0.00001,6.00,1652487.00,S1C13SC14SC12SC35SD15C2EC49EC4EC42EC43EC39EC40EC44EC37EC38ED34C7BC16BC17BC18BC19BC20BC55BC57BC10BC22BC56BD34C15EC8EC9EC51EC52EC21EC11EC54ED30C45EC46EC47EC5EC34EC48EC3EC32EC6EC33EC36EC53EC41ED11C26EC25EC23EC28EC27EC30EC31EC50EC29ED10C24ED8C1E
6:3:19:1:1:2:2,4605.31,6,3,19,1,1,2,2,23.09,6.00,94.74,1.00,0.00001,5.00,2488522.00,S1C12SC11SC54SD30C45EC46EC47EC5EC34EC48EC3EC32EC6EC33EC36EC53EC41ED35C44EC42EC43EC4EC39EC40EC7EC16EC17EC18EC19EC20EC55EC57EC21ED29C8EC9EC51EC52EC56EC10EC22EC25EC23EC28ED6C24BC26BD5C27EC30EC31EC50EC29EC2EC49EC35EC37EC38EC15EC13EC14ED2C1E
18:3:5:1:1:2:7,4632.65,18,3,5,1,1,2,7,66.49,6.00,24.56,1.00,0.00001,5.00,3811659.00,S1C35SC33SC32SC6SC36SC53SC41SC39SC40SC45SC46SC47SC5SC34SC48SC4SC42SC43SC44SC37SC38SC7SC16SC17SC18SC19SC20SC55SC57SC10SC22SC11SC54SC51SC52SC56SC8SC9SC13SC14SC12SC15SC21SD17C31EC30EC29EC27EC25EC23EC50EC2EC49ED13C3ED24C28ED23C26BD10C24ED2C1E
15:3:12:1:1:2:4,4508.77,15,3,12,1,1,2,4,53.23,5.00,57.89,0.00001,0.00001,5.00,2945428.00,S1C54SC13SC14SC12SC15SC16SC17SC18SC19SC44SC46SC47SC5SC34SC48SC4SC42SC43SC7SC37SC38SC40SC1SC35SD17C2EC49EC3EC32EC6EC33EC36EC53EC41EC39ED10C26EC25EC23EC28EC27EC30EC31EC50EC29ED7C24ED29C8EC9EC51EC52EC56EC10EC22EC55EC57EC20EC21EC11ED30C45E
14:3:16:1:1:1:4,3301.04,14,3,16,1,1,1,4,48.84,5.00,78.95,2.00,1.00,3.00,3019163.00,S1C54SC8SC9SC13SC14SC12SC21SC44SC46SC37SC38SC7SD17C15BC16BC17BC18BC19BC20BC55BC57BC10BD6C22WC11WD4C1EC2EC49EC3EC32EC6EC33EC36EC53EC41EC39ED4C52BC51BC56BD14C35EC34EC48EC4EC5EC47EC42EC43EC40EC45ED27C24EC26EC25EC23EC28EC27EC30EC31EC50EC29E
14:3:16:1:1:1:5,2734.80,14,3,16,1,1,1,5,50.17,6.00,78.95,4.00,1.00,2.00,3209323.00,S1C42SC43SC40SC45SC46SC44SC37SC38SC7SC9SC13SC54SD21C15BC16BC17BC18BC19BC20BC57BC21BC11BD10C24EC26EC25EC23EC28EC27EC30EC31EC50EC29EC10EC22EC55ED14C35WC34WD18C1EC2EC49EC3EC32EC6EC33EC36EC53EC41EC39ED18C48BC4BC5BC47BD29C14BC12BC8BD4C52BC51BC56B
15:3:12:1:1:2:5,4578.95,15,3,12,1,1,2,5,52.80,6.00,61.40,0.00001,1.00,5.00,3373130.00,S1C2SC49SC50SC25SC55SC57SC20SC21SC11SC54SC13SC14SC12SC15SC16SC17SC18SC19SC7SC37SC38SC35SD33C42EC43EC4EC39EC40EC44EC31EC30EC29EC28ED24C27ED28C23WD29C8EC9EC51EC52EC56EC10EC22EC24EC26ED35C45EC46EC47EC5EC34EC48EC3EC32EC6EC33EC36EC53EC41ED2C1E
14:3:16:1:1:1:2,3288.41,14,3,16,1,1,1,2,49.19,5.00,78.95,2.00,1.00,3.00,2493769.00,S1C34SC48SC42SC43SC40SC45SC46SC44SC37SC38SC7SC13SD16C35BC1BD12C47WC5WC4WD12C15BC16BC17BC18BC19BC9BC14BC12BD6C10EC22EC55EC57EC20EC21EC11EC54EC51EC52EC56EC8ED3C24EC26EC25EC23EC28EC27EC30EC31EC50EC29ED4C2EC49EC3EC32EC6EC33EC36EC53EC41EC39E
18:3:5:1:1:2:5,5343.01,18,3,5,1,1,2,5,65.02,6.00,26.32,0.00001,1.00,6.00,3358053.00,S1C49SC3SC32SC6SC33SC4SC5SC34SC48SC47SC42SC43SC53SC41SC39SC40SC45SC46SC10SC22SC55SC57SC20SC21SC11SC54SC51SC52SC56SC8SC9SC13SC14SC12SC15SC16SC17SC18SC19SC44SC37SC7SD24C28ED23C2ED11C35ED9C1ED9C24ED3C26EC25EC23EC27EC30EC31EC50EC29ED31C38WC36W
15:3:12:1:1:2:3,4681.37,15,3,12,1,1,2,3,53.42,6.00,59.65,1.00,1.00,5.00,2756031.00,S1C10SC54SC55SC57SC20SC21SC8SC9SC13SC14SC12SC15SC16SC17SC18SC19SC44SC7SC37SC38SC40SC1SC35SD24C2ED23C49EC3EC32EC6EC33EC36EC53EC41EC39ED10C24ED10C52BC51BC56BD28C22WC11WD5C26EC25EC23EC28EC27EC30EC31EC50EC29ED30C45EC46EC47EC5EC34EC48EC4EC42EC43E
14:3:16:1:1:1:3,3294.23,14,3,16,1,1,1,3,48.79,6.00,80.70,2.00,1.00,3.00,2638466.00,S1C45SC46SC42SC43SC5SC4SC40SC44SC37SC38SC7SD16C34WC48WC47WD11C24BC26BD8C1EC2EC49EC3EC32EC6EC33EC36EC53EC41EC39ED26C27EC29EC55EC57EC20EC21EC11EC54EC13EC14EC12EC15EC16EC17EC18EC19ED29C8EC9EC51EC52EC56EC10EC22EC25EC23EC28ED18C35BC50BC31BC30B
18:3:5:1:1:2:6,4612.91,18,3,5,1,1,2,6,65.03,6.00,26.32,1.00,0.00001,5.00,3673303.00,S1C35SC3SC32SC6SC33SC36SC53SC41SC39SC40SC45SC46SC47SC5SC34SC48SC4SC42SC43SC44SC37SC38SC7SC16SC17SC18SC19SC20SC55SC57SC10SC22SC11SC54SC51SC52SC8SC9SC15SC14SC12SC21SD17C31EC30EC29EC27EC26EC25EC23EC2EC49ED13C50ED24C28ED23C13BC56BD10C24ED2C1E
14:3:16:1:1:1:8,3350.11,14,3,16,1,1,1,8,51.78,6.00,80.70,1.00,4.00,3.00,4124708.00,S1C34SC48SC42SC43SC40SC45SC46SC44SC37SC38SC7SD21C47WC5WC4WD12C50EC31EC30EC29EC28EC27EC26EC24EC25EC23ED35C15WC16WC17WD26C22WC11WD26C10EC54EC55EC57EC20EC21EC8EC9EC13EC14EC12EC18EC19ED4C1EC2EC49EC3EC32EC6EC33EC36EC53EC41EC39ED4C52BC51BC56BD1C35W
14:3:16:1:1:1:6,3337.34,14,3,16,1,1,1,6,50.17,5.00,78.95,3.00,0.00001,3.00,3559874.00,S1C45SC46SC35SC54SC8SC9SC13SC14SC12SC21SC44SC7SD33C53BC39BD18C1EC50EC25EC11ED9C52BC51BC56BD35C15BC16BC17BC18BC19BC20BC55BC57BC10BC22BC23BD32C38EC37EC6EC33EC3EC32EC36EC41EC40ED32C4EC5EC34EC48EC2EC49EC47EC42EC43EC31EC30EC29EC28EC27EC26EC24E
15:4:13:1:1:4:6,8355.48,15,4,13,1,1,4,6,54.57,7.00,63.16,0.00001,0.00001,10.00,3484889.00,S1C34SC48SC4SC5SC47SC42SC43SC7SC16SC17SC18SC19SC9SC13SC14SC12SC15SC46SC40SC37SC38SD16C28EC27EC23EC10EC22EC55EC57EC20EC21EC11EC54EC51EC52EC56EC8ED13C31ED6C26EC25ED26C24ED2C50ED14C1EC2EC49EC3EC32EC6EC33EC36EC53EC41EC39ED14C35ED14C30EC29ED30C45ED30C44E
14:3:16:1:1:1:7,3351.55,14,3,16,1,1,1,7,50.98,6.00,82.46,2.00,2.00,3.00,3819787.00,S1C48SC42SC43SC40SC45SC46SC44SC37SC38SC7SD21C47WC5WC4WD6C10BC22BC55BC57BC20BC21BC11BD3C52BC51BC56BD2C35WC34WD8C1EC2EC49EC3EC32EC6EC33EC36EC53EC41EC39ED8C24EC26EC25EC23EC28EC27EC30EC31EC50EC29ED26C54EC8EC9EC13EC14EC12EC15EC16EC17EC18EC19E
20:7:8:1:1:3:10,7365.60,20,7,8,1,1,3,10,73.23,13.00,42.11,3.00,4.00,8.00,4545218.00,S1C4SC5SC47SC42SC43SC53SC44SC46SC41SC39SC40SC7SC16SC17SC18SC19SC20SC55SC57SC10SC22SC11SC54SC51SC52SC56SC8SC9SC13SC14SC12SC15SC21SD16C35WD13C50ED20C31ED6C24ED3C25EC28ED4C23WD2C30BC29BC27BD2C26ED14C1ED14C3ED1C33BC32BC6BC36BC37BD18C34WC48WD19C2BC49BD30C45ED31C38W
13:5:12:1:2:1:5,2802.74,13,5,12,1,2,1,5,47.37,8.00,61.40,3.00,5.00,2.00,3223528.00,S1C15SC17SC18SC19SC20SC55SC57SC10SC11SC54SC51SC52SC56SC8SC9SC13SC14SC12SC21SC25SC37SC38SD15C35BC1BD34C4WC39WD30C44WD35C45EC46EC47EC5EC34EC48EC3EC32EC6EC33EC36EC53EC41ED28C22WD6C23WD11C24BC26BD12C31BC30BC29BC28BD12C27WD12C50EC2EC49EC42EC43EC40EC7EC16E
13:4:14:1:1:1:5,2573.65,13,4,14,1,1,1,5,46.94,7.00,68.42,2.00,3.00,2.00,3267812.00,S1C44SC40SC7SC8SC9SC51SC52SC56SC21SC11SC54SC13SC14SC12SC37SC1SC25SC35SD34C33EC3EC32EC6EC36EC53EC41EC39ED30C45EC46EC47EC5EC34EC48EC4EC42EC43EC50EC2EC49ED35C15BC16BC17BC18BC19BC20BC55BC57BC10BC22BD32C38WD10C24WC26WC27WD3C23WD14C31BC30BC29BC28B
13:4:14:1:1:1:4,2581.78,13,4,14,1,1,1,4,48.41,7.00,70.18,2.00,3.00,2.00,2851304.00,S1C11SC54SC51SC52SC8SC9SC13SC14SC12SC21SC44SC42SC43SC7SC37SC39SC40SD13C15BC16BC17BC18BC19BC20BC55BC57BC10BC22BC56BD10C24WC26WC27WD22C28WD7C25EC23EC30EC31EC50EC29EC2EC49EC4ED30C45EC46EC47EC5EC34EC48EC3EC32EC6EC33EC36EC53EC41ED31C38WD18C1BC35B
13:4:14:1:1:1:7,3396.71,13,4,14,1,1,1,7,47.15,7.00,71.93,3.00,1.00,3.00,3779605.00,S1C44SC46SC37SC38SC7SC16SC17SC18SC19SC8SC9SC13SC14SC12SC15SC54SD16C50EC24EC26EC25EC23EC27EC2EC49EC3EC32ED13C31BC30BC29BC28BD8C52BC51BC56BD14C1EC34EC48EC6EC36EC53EC41EC39ED34C33WD5C10BC22BC55BC57BC20BC21BC11BD4C35EC4EC5EC47EC42EC43EC40EC45E
13:4:14:1:1:1:6,3283.36,13,4,14,1,1,1,6,48.22,7.00,71.93,1.00,3.00,3.00,3547578.00,S1C44SC40SC7SC18SC19SC20SC55SC57SC10SC54SC8SC9SC13SC14SC12SC21SD20C15WC16WC17WD10C25EC23EC50EC2EC49EC1EC35ED6C22WC11WD2C52BC51BC56BD1C39WD30C45EC46EC47EC5EC34EC48EC3EC32EC6EC33EC36EC53EC41ED32C38EC37EC4EC42EC43EC31EC30EC29EC28EC27EC26EC24E
16:5:9:3:1:1:4,2326.96,16,5,9,3,1,1,4,59.21,9.00,47.37,8.00,0.00001,1.00,3086790.00,S1C2SC49SC3SC32SC6SC33SC36SC53SC41SC39SC40SC45SC46SC47SC5SC34SC48SC4SC42SC43SC54SC15SC16SC17SC18SC19SC44SC37SC38SC7SD17C31BC30BC29BC28BD12C50BD24C13BC14BC12BD10C55BD8C26BD3C1BC35BD5C24BD26C57BC20BC21BC11BD29C8EC9EC51EC52EC56EC10EC22EC25EC23EC27E
16:5:9:3:1:1:5,1636.11,16,5,9,3,1,1,5,56.07,9.00,47.37,8.00,2.00,0.00001,3258861.00,S1C2SC49SC3SC32SC6SC33SC36SC53SC42SC43SC5SC34SC48SC4SC27SC25SC40SC8SC9SC51SC52SC56SC21SC11SC54SC13SC14SC12SC37SC38SD30C44BC41BC39BD30C7BC45BC46BC47BD20C15BC16BC17BC18BC19BC20BC55BC57BC10BC22BC23BD21C31WD17C30BC29BC28BD13C35WD12C1BD7C26BD4C24BD14C50B
18:5:10:1:1:1:11,3378.94,18,5,10,1,1,1,11,64.48,8.00,50.88,2.00,3.00,3.00,4943501.00,S1C4SC42SC43SC10SC54SC55SC57SC20SC21SC51SC52SC56SC8SC9SC13SC14SC12SC15SC16SC17SC18SC19SC44SC40SC7SC37SC38SC1SD34C33WD21C31EC30EC29EC27EC25EC2EC49ED13C50ED12C35WD24C28BC26BC24BD27C23BD35C45EC46EC47EC5EC34EC48EC3EC32EC6EC36EC53EC41EC39ED4C22WC11W
